Date,League,Get,Pay,Value,Confidence,StartDate,DayOfLeague,WeekOfLeague
2019-08-06,Legion,Exalted Orb,Chaos Orb,185.00125,High,2019-06-07,61,9
2019-08-07,Legion,Exalted Orb,Chaos Orb,184.44889,High,2019-06-07,62,9
2019-08-08,Legion,Exalted Orb,Chaos Orb,179.0,High,2019-06-07,63,9
2019-08-09,Legion,Exalted Orb,Chaos Orb,177.0,High,2019-06-07,64,10
2019-08-10,Legion,Exalted Orb,Chaos Orb,174.0,High,2019-06-07,65,10
2019-08-11,Legion,Exalted Orb,Chaos Orb,169.66667,High,2019-06-07,66,10
2019-08-12,Legion,Exalted Orb,Chaos Orb,165.0,High,2019-06-07,67,10
2019-08-13,Legion,Exalted Orb,Chaos Orb,156.66667,High,2019-06-07,68,10
2019-08-14,Legion,Exalted Orb,Chaos Orb,150.0,High,2019-06-07,69,10
2019-08-15,Legion,Exalted Orb,Chaos Orb,148.0,High,2019-06-07,70,10
2019-08-16,Legion,Exalted Orb,Chaos Orb,145.0,High,2019-06-07,71,11
2019-08-17,Legion,Exalted Orb,Chaos Orb,141.0,High,2019-06-07,72,11
2019-08-18,Legion,Exalted Orb,Chaos Orb,139.0,High,2019-06-07,73,11
2019-08-19,Legion,Exalted Orb,Chaos Orb,137.75,High,2019-06-07,74,11
2019-08-20,Legion,Exalted Orb,Chaos Orb,136.1207,High,2019-06-07,75,11
2019-08-21,Legion,Exalted Orb,Chaos Orb,136.66701,High,2019-06-07,76,11
2019-08-22,Legion,Exalted Orb,Chaos Orb,137.0,High,2019-06-07,77,11
2019-08-23,Legion,Exalted Orb,Chaos Orb,137.0,High,2019-06-07,78,12
2019-08-24,Legion,Exalted Orb,Chaos Orb,139.0,High,2019-06-07,79,12
2019-08-25,Legion,Exalted Orb,Chaos Orb,142.0,High,2019-06-07,80,12
2019-08-26,Legion,Exalted Orb,Chaos Orb,142.0,High,2019-06-07,81,12
2019-08-27,Legion,Exalted Orb,Chaos Orb,141.75,High,2019-06-07,82,12
2019-08-28,Legion,Exalted Orb,Chaos Orb,141.57249,High,2019-06-07,83,12
2019-08-29,Legion,Exalted Orb,Chaos Orb,141.68809,High,2019-06-07,84,12
2019-08-30,Legion,Exalted Orb,Chaos Orb,143.0,High,2019-06-07,85,13
2019-08-31,Legion,Exalted Orb,Chaos Orb,150.52425,High,2019-06-07,86,13
2019-09-01,Legion,Exalted Orb,Chaos Orb,159.7991,High,2019-06-07,87,13
2019-09-02,Legion,Exalted Orb,Chaos Orb,160.0,High,2019-06-07,88,13
2021-01-15,Ritual,Exalted Orb,Chaos Orb,21.0,High,2021-01-15,1,1
2021-01-16,Ritual,Exalted Orb,Chaos Orb,62.0,High,2021-01-15,2,1
2021-01-17,Ritual,Exalted Orb,Chaos Orb,73.0,High,2021-01-15,3,1
2021-01-18,Ritual,Exalted Orb,Chaos Orb,92.0,High,2021-01-15,4,1
2021-01-19,Ritual,Exalted Orb,Chaos Orb,80.62446,High,2021-01-15,5,1
2021-01-20,Ritual,Exalted Orb,Chaos Orb,78.0,High,2021-01-15,6,1
2021-01-21,Ritual,Exalted Orb,Chaos Orb,80.0,High,2021-01-15,7,1
2021-01-22,Ritual,Exalted Orb,Chaos Orb,82.0,High,2021-01-15,8,2
2021-01-23,Ritual,Exalted Orb,Chaos Orb,82.0,High,2021-01-15,9,2
2021-01-24,Ritual,Exalted Orb,Chaos Orb,81.0,High,2021-01-15,10,2
2021-01-25,Ritual,Exalted Orb,Chaos Orb,81.0,High,2021-01-15,11,2
2021-01-26,Ritual,Exalted Orb,Chaos Orb,81.0,High,2021-01-15,12,2
2021-01-27,Ritual,Exalted Orb,Chaos Orb,81.0,High,2021-01-15,13,2
2021-01-28,Ritual,Exalted Orb,Chaos Orb,82.0,High,2021-01-15,14,2
2021-01-29,Ritual,Exalted Orb,Chaos Orb,81.0,High,2021-01-15,15,3
2021-01-30,Ritual,Exalted Orb,Chaos Orb,80.0007,High,2021-01-15,16,3
2021-01-31,Ritual,Exalted Orb,Chaos Orb,80.9679,High,2021-01-15,17,3
2021-02-01,Ritual,Exalted Orb,Chaos Orb,82.85714,High,2021-01-15,18,3
2021-02-02,Ritual,Exalted Orb,Chaos Orb,85.72751,High,2021-01-15,19,3
2021-02-03,Ritual,Exalted Orb,Chaos Orb,96.0,High,2021-01-15,20,3
2021-02-04,Ritual,Exalted Orb,Chaos Orb,99.12831,High,2021-01-15,21,3
2021-02-05,Ritual,Exalted Orb,Chaos Orb,99.77653,High,2021-01-15,22,4
2021-02-06,Ritual,Exalted Orb,Chaos Orb,99.9264,High,2021-01-15,23,4
2021-02-07,Ritual,Exalted Orb,Chaos Orb,94.0,High,2021-01-15,24,4
2021-02-08,Ritual,Exalted Orb,Chaos Orb,92.67077,High,2021-01-15,25,4
2021-02-09,Ritual,Exalted Orb,Chaos Orb,94.74043,High,2021-01-15,26,4
2021-02-10,Ritual,Exalted Orb,Chaos Orb,99.0,High,2021-01-15,27,4
2021-02-11,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,28,4
2021-02-12,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,29,5
2021-02-13,Ritual,Exalted Orb,Chaos Orb,99.5,High,2021-01-15,30,5
2021-02-14,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,31,5
2021-02-15,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,32,5
2021-02-16,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,33,5
2021-02-17,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,34,5
2021-02-18,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,35,5
2021-02-19,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,36,6
2021-02-20,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,37,6
2021-02-21,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,38,6
2021-02-22,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,39,6
2021-02-23,Ritual,Exalted Orb,Chaos Orb,100.0,High,2021-01-15,40,6
2021-02-24,Ritual,Exalted Orb,Chaos Orb,100.07585,High,2021-01-15,41,6
2021-02-25,Ritual,Exalted Orb,Chaos Orb,100.36515,High,2021-01-15,42,6
2021-02-26,Ritual,Exalted Orb,Chaos Orb,100.59625,High,2021-01-15,43,7
2021-02-27,Ritual,Exalted Orb,Chaos Orb,100.6339,High,2021-01-15,44,7
2021-02-28,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,45,7
2021-03-01,Ritual,Exalted Orb,Chaos Orb,100.80312,High,2021-01-15,46,7
2021-03-02,Ritual,Exalted Orb,Chaos Orb,100.5,High,2021-01-15,47,7
2021-03-03,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,48,7
2021-03-04,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,49,7
2021-03-05,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,50,8
2021-03-06,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,51,8
2021-03-07,Ritual,Exalted Orb,Chaos Orb,100.93824,High,2021-01-15,52,8
2021-03-08,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,53,8
2021-03-09,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,54,8
2021-03-10,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,55,8
2021-03-11,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,56,8
2021-03-12,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,57,9
2021-03-13,Ritual,Exalted Orb,Chaos Orb,101.5,High,2021-01-15,58,9
2021-03-14,Ritual,Exalted Orb,Chaos Orb,101.60858,High,2021-01-15,59,9
2021-03-15,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,60,9
2021-03-16,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,61,9
2021-03-17,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,62,9
2021-03-18,Ritual,Exalted Orb,Chaos Orb,101.88029,High,2021-01-15,63,9
2021-03-19,Ritual,Exalted Orb,Chaos Orb,101.6501,High,2021-01-15,64,10
2021-03-20,Ritual,Exalted Orb,Chaos Orb,101.979,High,2021-01-15,65,10
2021-03-21,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,66,10
2021-03-22,Ritual,Exalted Orb,Chaos Orb,101.0,High,2021-01-15,67,10
2021-03-23,Ritual,Exalted Orb,Chaos Orb,101.5,High,2021-01-15,68,10
2021-03-24,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,69,10
2021-03-25,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,70,10
2021-03-26,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,71,11
2021-03-27,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,72,11
2021-03-28,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,73,11
2021-03-29,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,74,11
2021-03-30,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,75,11
2021-03-31,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,76,11
2021-04-01,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,77,11
2021-04-02,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,78,12
2021-04-03,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,79,12
2021-04-04,Ritual,Exalted Orb,Chaos Orb,102.44177,High,2021-01-15,80,12
2021-04-05,Ritual,Exalted Orb,Chaos Orb,102.60006,High,2021-01-15,81,12
2021-04-06,Ritual,Exalted Orb,Chaos Orb,102.0,High,2021-01-15,82,12
2021-04-07,Ritual,Exalted Orb,Chaos Orb,103.0,High,2021-01-15,83,12
2021-04-08,Ritual,Exalted Orb,Chaos Orb,103.0,High,2021-01-15,84,12
2021-04-09,Ritual,Exalted Orb,Chaos Orb,103.49202,High,2021-01-15,85,13
2021-04-10,Ritual,Exalted Orb,Chaos Orb,105.0,High,2021-01-15,86,13
2021-04-11,Ritual,Exalted Orb,Chaos Orb,105.0204,High,2021-01-15,87,13
2021-04-12,Ritual,Exalted Orb,Chaos Orb,105.0,High,2021-01-15,88,13
2019-09-06,Blight,Exalted Orb,Chaos Orb,30.5051,Medium,2019-09-06,1,1
2019-09-07,Blight,Exalted Orb,Chaos Orb,54.07918,High,2019-09-06,2,1
2019-09-08,Blight,Exalted Orb,Chaos Orb,72.0,High,2019-09-06,3,1
2019-09-09,Blight,Exalted Orb,Chaos Orb,99.4929,High,2019-09-06,4,1
2019-09-10,Blight,Exalted Orb,Chaos Orb,102.0,High,2019-09-06,5,1
2019-09-11,Blight,Exalted Orb,Chaos Orb,110.0,High,2019-09-06,6,1
2019-09-12,Blight,Exalted Orb,Chaos Orb,144.00083,High,2019-09-06,7,1
2019-09-13,Blight,Exalted Orb,Chaos Orb,156.03367,High,2019-09-06,8,2
2019-09-14,Blight,Exalted Orb,Chaos Orb,156.00109,High,2019-09-06,9,2
2019-09-15,Blight,Exalted Orb,Chaos Orb,150.12122,High,2019-09-06,10,2
2019-09-16,Blight,Exalted Orb,Chaos Orb,150.0,High,2019-09-06,11,2
2019-09-17,Blight,Exalted Orb,Chaos Orb,155.0,High,2019-09-06,12,2
2019-09-18,Blight,Exalted Orb,Chaos Orb,165.0,High,2019-09-06,13,2
2019-09-19,Blight,Exalted Orb,Chaos Orb,168.68918,High,2019-09-06,14,2
2019-09-20,Blight,Exalted Orb,Chaos Orb,170.0,High,2019-09-06,15,3
2019-09-21,Blight,Exalted Orb,Chaos Orb,174.0,High,2019-09-06,16,3
2019-09-22,Blight,Exalted Orb,Chaos Orb,175.0,High,2019-09-06,17,3
2019-09-23,Blight,Exalted Orb,Chaos Orb,182.3494,High,2019-09-06,18,3
2019-09-24,Blight,Exalted Orb,Chaos Orb,186.0,High,2019-09-06,19,3
2019-09-25,Blight,Exalted Orb,Chaos Orb,185.0,High,2019-09-06,20,3
2019-09-26,Blight,Exalted Orb,Chaos Orb,185.70397,High,2019-09-06,21,3
2019-09-27,Blight,Exalted Orb,Chaos Orb,188.0,High,2019-09-06,22,4
2019-09-28,Blight,Exalted Orb,Chaos Orb,189.0,High,2019-09-06,23,4
2019-09-29,Blight,Exalted Orb,Chaos Orb,189.56603,High,2019-09-06,24,4
2019-09-30,Blight,Exalted Orb,Chaos Orb,190.39423,High,2019-09-06,25,4
2019-10-01,Blight,Exalted Orb,Chaos Orb,195.0,High,2019-09-06,26,4
2019-10-02,Blight,Exalted Orb,Chaos Orb,194.0,High,2019-09-06,27,4
2019-10-03,Blight,Exalted Orb,Chaos Orb,194.0,High,2019-09-06,28,4
2019-10-04,Blight,Exalted Orb,Chaos Orb,195.70731,High,2019-09-06,29,5
2019-10-05,Blight,Exalted Orb,Chaos Orb,195.0,High,2019-09-06,30,5
2019-10-06,Blight,Exalted Orb,Chaos Orb,194.0,High,2019-09-06,31,5
2019-10-07,Blight,Exalted Orb,Chaos Orb,195.0,High,2019-09-06,32,5
2019-10-08,Blight,Exalted Orb,Chaos Orb,196.0,High,2019-09-06,33,5
2019-10-09,Blight,Exalted Orb,Chaos Orb,196.0,High,2019-09-06,34,5
2019-10-10,Blight,Exalted Orb,Chaos Orb,196.64933,High,2019-09-06,35,5
2019-10-11,Blight,Exalted Orb,Chaos Orb,197.0,High,2019-09-06,36,6
2019-10-12,Blight,Exalted Orb,Chaos Orb,200.0,High,2019-09-06,37,6
2019-10-13,Blight,Exalted Orb,Chaos Orb,202.02558,High,2019-09-06,38,6
2019-10-14,Blight,Exalted Orb,Chaos Orb,205.0,High,2019-09-06,39,6
2019-10-15,Blight,Exalted Orb,Chaos Orb,205.0,High,2019-09-06,40,6
2019-10-16,Blight,Exalted Orb,Chaos Orb,205.0,High,2019-09-06,41,6
2019-10-17,Blight,Exalted Orb,Chaos Orb,202.0,High,2019-09-06,42,6
2019-10-18,Blight,Exalted Orb,Chaos Orb,200.0,High,2019-09-06,43,7
2019-10-19,Blight,Exalted Orb,Chaos Orb,193.0,High,2019-09-06,44,7
2019-10-20,Blight,Exalted Orb,Chaos Orb,190.0,High,2019-09-06,45,7
2019-10-21,Blight,Exalted Orb,Chaos Orb,185.0,High,2019-09-06,46,7
2019-10-22,Blight,Exalted Orb,Chaos Orb,172.0,High,2019-09-06,47,7
2019-10-23,Blight,Exalted Orb,Chaos Orb,174.0,High,2019-09-06,48,7
2019-10-24,Blight,Exalted Orb,Chaos Orb,176.60774,High,2019-09-06,49,7
2019-10-25,Blight,Exalted Orb,Chaos Orb,175.0,High,2019-09-06,50,8
2019-10-26,Blight,Exalted Orb,Chaos Orb,176.62693,High,2019-09-06,51,8
2019-10-27,Blight,Exalted Orb,Chaos Orb,178.0,High,2019-09-06,52,8
2019-10-28,Blight,Exalted Orb,Chaos Orb,178.0,High,2019-09-06,53,8
2019-10-29,Blight,Exalted Orb,Chaos Orb,181.98985,High,2019-09-06,54,8
2019-10-30,Blight,Exalted Orb,Chaos Orb,181.0,High,2019-09-06,55,8
2019-10-31,Blight,Exalted Orb,Chaos Orb,178.0,High,2019-09-06,56,8
2019-11-01,Blight,Exalted Orb,Chaos Orb,178.0,High,2019-09-06,57,9
2019-11-02,Blight,Exalted Orb,Chaos Orb,180.0,High,2019-09-06,58,9
2019-11-03,Blight,Exalted Orb,Chaos Orb,181.0,High,2019-09-06,59,9
2019-11-04,Blight,Exalted Orb,Chaos Orb,180.70794,High,2019-09-06,60,9
2019-11-05,Blight,Exalted Orb,Chaos Orb,179.0,High,2019-09-06,61,9
2019-11-06,Blight,Exalted Orb,Chaos Orb,173.00105,High,2019-09-06,62,9
2019-11-07,Blight,Exalted Orb,Chaos Orb,167.0,High,2019-09-06,63,9
2019-11-08,Blight,Exalted Orb,Chaos Orb,165.0,High,2019-09-06,64,10
2019-11-09,Blight,Exalted Orb,Chaos Orb,164.0,High,2019-09-06,65,10
2019-11-10,Blight,Exalted Orb,Chaos Orb,158.0,High,2019-09-06,66,10
2019-11-11,Blight,Exalted Orb,Chaos Orb,157.0,High,2019-09-06,67,10
2019-11-12,Blight,Exalted Orb,Chaos Orb,157.0,High,2019-09-06,68,10
2019-11-13,Blight,Exalted Orb,Chaos Orb,159.0,High,2019-09-06,69,10
2019-11-14,Blight,Exalted Orb,Chaos Orb,159.0,High,2019-09-06,70,10
2019-11-15,Blight,Exalted Orb,Chaos Orb,159.93458,High,2019-09-06,71,11
2019-11-16,Blight,Exalted Orb,Chaos Orb,159.17877,High,2019-09-06,72,11
2019-11-17,Blight,Exalted Orb,Chaos Orb,159.0,High,2019-09-06,73,11
2019-11-18,Blight,Exalted Orb,Chaos Orb,160.0,High,2019-09-06,74,11
2019-11-19,Blight,Exalted Orb,Chaos Orb,164.0,High,2019-09-06,75,11
2019-11-20,Blight,Exalted Orb,Chaos Orb,164.0,High,2019-09-06,76,11
2019-11-21,Blight,Exalted Orb,Chaos Orb,163.0,High,2019-09-06,77,11
2019-11-22,Blight,Exalted Orb,Chaos Orb,162.41934,High,2019-09-06,78,12
2019-11-23,Blight,Exalted Orb,Chaos Orb,160.0,High,2019-09-06,79,12
2019-11-24,Blight,Exalted Orb,Chaos Orb,160.0,High,2019-09-06,80,12
2019-11-25,Blight,Exalted Orb,Chaos Orb,159.63829,High,2019-09-06,81,12
2019-11-26,Blight,Exalted Orb,Chaos Orb,159.88619,High,2019-09-06,82,12
2019-11-27,Blight,Exalted Orb,Chaos Orb,160.0,High,2019-09-06,83,12
2019-11-28,Blight,Exalted Orb,Chaos Orb,159.0,High,2019-09-06,84,12
2019-11-29,Blight,Exalted Orb,Chaos Orb,157.0,High,2019-09-06,85,13
2019-11-30,Blight,Exalted Orb,Chaos Orb,155.0,High,2019-09-06,86,13
2019-12-01,Blight,Exalted Orb,Chaos Orb,153.11825,High,2019-09-06,87,13
2019-12-02,Blight,Exalted Orb,Chaos Orb,152.0,High,2019-09-06,88,13
2019-12-03,Blight,Exalted Orb,Chaos Orb,150.07642,High,2019-09-06,89,13
2019-12-04,Blight,Exalted Orb,Chaos Orb,150.0,High,2019-09-06,90,13
2019-12-05,Blight,Exalted Orb,Chaos Orb,150.0,High,2019-09-06,91,13
2019-12-06,Blight,Exalted Orb,Chaos Orb,150.0,High,2019-09-06,92,14
2019-12-07,Blight,Exalted Orb,Chaos Orb,150.0,High,2019-09-06,93,14
2019-12-08,Blight,Exalted Orb,Chaos Orb,152.0,High,2019-09-06,94,14
2019-12-09,Blight,Exalted Orb,Chaos Orb,161.02788,High,2019-09-06,95,14
2020-06-19,Harvest,Exalted Orb,Chaos Orb,24.37823,Low,2020-06-19,1,1
2020-06-20,Harvest,Exalted Orb,Chaos Orb,55.0,High,2020-06-19,2,1
2020-06-21,Harvest,Exalted Orb,Chaos Orb,77.0,High,2020-06-19,3,1
2020-06-22,Harvest,Exalted Orb,Chaos Orb,114.0,High,2020-06-19,4,1
2020-06-23,Harvest,Exalted Orb,Chaos Orb,134.0,High,2020-06-19,5,1
2020-06-24,Harvest,Exalted Orb,Chaos Orb,149.0,High,2020-06-19,6,1
2020-06-25,Harvest,Exalted Orb,Chaos Orb,169.00102,High,2020-06-19,7,1
2020-06-26,Harvest,Exalted Orb,Chaos Orb,186.005,High,2020-06-19,8,2
2020-06-27,Harvest,Exalted Orb,Chaos Orb,190.0,High,2020-06-19,9,2
2020-06-28,Harvest,Exalted Orb,Chaos Orb,176.505,High,2020-06-19,10,2
2020-06-29,Harvest,Exalted Orb,Chaos Orb,186.36462,High,2020-06-19,11,2
2020-06-30,Harvest,Exalted Orb,Chaos Orb,195.0,High,2020-06-19,12,2
2020-07-01,Harvest,Exalted Orb,Chaos Orb,198.0,High,2020-06-19,13,2
2020-07-02,Harvest,Exalted Orb,Chaos Orb,200.0,High,2020-06-19,14,2
2020-07-03,Harvest,Exalted Orb,Chaos Orb,176.505,High,2020-06-19,15,3
2020-07-04,Harvest,Exalted Orb,Chaos Orb,178.0,High,2020-06-19,16,3
2020-07-05,Harvest,Exalted Orb,Chaos Orb,181.38717,High,2020-06-19,17,3
2020-07-06,Harvest,Exalted Orb,Chaos Orb,178.505,High,2020-06-19,18,3
2020-07-07,Harvest,Exalted Orb,Chaos Orb,174.0,High,2020-06-19,19,3
2020-07-08,Harvest,Exalted Orb,Chaos Orb,165.0,High,2020-06-19,20,3
2020-07-09,Harvest,Exalted Orb,Chaos Orb,162.0,High,2020-06-19,21,3
2020-07-10,Harvest,Exalted Orb,Chaos Orb,159.0,High,2020-06-19,22,4
2020-07-11,Harvest,Exalted Orb,Chaos Orb,149.005,High,2020-06-19,23,4
2020-07-12,Harvest,Exalted Orb,Chaos Orb,155.0,High,2020-06-19,24,4
2020-07-13,Harvest,Exalted Orb,Chaos Orb,173.0,High,2020-06-19,25,4
2020-07-14,Harvest,Exalted Orb,Chaos Orb,173.0,High,2020-06-19,26,4
2020-07-15,Harvest,Exalted Orb,Chaos Orb,169.0,High,2020-06-19,27,4
2020-07-16,Harvest,Exalted Orb,Chaos Orb,165.0,High,2020-06-19,28,4
2020-07-17,Harvest,Exalted Orb,Chaos Orb,152.0,High,2020-06-19,29,5
2020-07-18,Harvest,Exalted Orb,Chaos Orb,151.03544,High,2020-06-19,30,5
2020-07-19,Harvest,Exalted Orb,Chaos Orb,147.0,High,2020-06-19,31,5
2020-07-20,Harvest,Exalted Orb,Chaos Orb,143.505,High,2020-06-19,32,5
2020-07-21,Harvest,Exalted Orb,Chaos Orb,139.83417,High,2020-06-19,33,5
2020-07-22,Harvest,Exalted Orb,Chaos Orb,137.0,High,2020-06-19,34,5
2020-07-23,Harvest,Exalted Orb,Chaos Orb,134.0,High,2020-06-19,35,5
2020-07-24,Harvest,Exalted Orb,Chaos Orb,128.0,High,2020-06-19,36,6
2020-07-25,Harvest,Exalted Orb,Chaos Orb,129.0,High,2020-06-19,37,6
2020-07-26,Harvest,Exalted Orb,Chaos Orb,141.34173,High,2020-06-19,38,6
2020-07-27,Harvest,Exalted Orb,Chaos Orb,143.87242,High,2020-06-19,39,6
2020-07-28,Harvest,Exalted Orb,Chaos Orb,148.0,High,2020-06-19,40,6
2020-07-29,Harvest,Exalted Orb,Chaos Orb,143.9109,High,2020-06-19,41,6
2020-07-30,Harvest,Exalted Orb,Chaos Orb,138.0,High,2020-06-19,42,6
2020-07-31,Harvest,Exalted Orb,Chaos Orb,139.92328,High,2020-06-19,43,7
2020-08-01,Harvest,Exalted Orb,Chaos Orb,148.0,High,2020-06-19,44,7
2020-08-02,Harvest,Exalted Orb,Chaos Orb,156.17347,High,2020-06-19,45,7
2020-08-03,Harvest,Exalted Orb,Chaos Orb,156.5143,High,2020-06-19,46,7
2020-08-04,Harvest,Exalted Orb,Chaos Orb,153.24524,High,2020-06-19,47,7
2020-08-05,Harvest,Exalted Orb,Chaos Orb,154.0,High,2020-06-19,48,7
2020-08-06,Harvest,Exalted Orb,Chaos Orb,155.35851,High,2020-06-19,49,7
2020-08-07,Harvest,Exalted Orb,Chaos Orb,157.00167,High,2020-06-19,50,8
2020-08-08,Harvest,Exalted Orb,Chaos Orb,160.0,High,2020-06-19,51,8
2020-08-09,Harvest,Exalted Orb,Chaos Orb,168.0,High,2020-06-19,52,8
2020-08-10,Harvest,Exalted Orb,Chaos Orb,166.0,High,2020-06-19,53,8
2020-08-11,Harvest,Exalted Orb,Chaos Orb,161.08186,High,2020-06-19,54,8
2020-08-12,Harvest,Exalted Orb,Chaos Orb,162.0,High,2020-06-19,55,8
2020-08-13,Harvest,Exalted Orb,Chaos Orb,160.0,High,2020-06-19,56,8
2020-08-14,Harvest,Exalted Orb,Chaos Orb,159.0,High,2020-06-19,57,9
2020-08-15,Harvest,Exalted Orb,Chaos Orb,161.0,High,2020-06-19,58,9
2020-08-16,Harvest,Exalted Orb,Chaos Orb,162.0,High,2020-06-19,59,9
2020-08-17,Harvest,Exalted Orb,Chaos Orb,161.0,High,2020-06-19,60,9
2020-08-18,Harvest,Exalted Orb,Chaos Orb,160.0,High,2020-06-19,61,9
2020-08-19,Harvest,Exalted Orb,Chaos Orb,155.0,High,2020-06-19,62,9
2020-08-20,Harvest,Exalted Orb,Chaos Orb,155.0,High,2020-06-19,63,9
2020-08-21,Harvest,Exalted Orb,Chaos Orb,154.0,High,2020-06-19,64,10
2020-08-22,Harvest,Exalted Orb,Chaos Orb,152.0,High,2020-06-19,65,10
2020-08-23,Harvest,Exalted Orb,Chaos Orb,152.0,High,2020-06-19,66,10
2020-08-24,Harvest,Exalted Orb,Chaos Orb,152.0,High,2020-06-19,67,10
2020-08-25,Harvest,Exalted Orb,Chaos Orb,152.0,High,2020-06-19,68,10
2020-08-26,Harvest,Exalted Orb,Chaos Orb,151.91045,High,2020-06-19,69,10
2020-08-27,Harvest,Exalted Orb,Chaos Orb,151.94004,High,2020-06-19,70,10
2020-08-28,Harvest,Exalted Orb,Chaos Orb,151.03741,High,2020-06-19,71,11
2020-08-29,Harvest,Exalted Orb,Chaos Orb,151.0,High,2020-06-19,72,11
2020-08-30,Harvest,Exalted Orb,Chaos Orb,151.0,High,2020-06-19,73,11
2020-08-31,Harvest,Exalted Orb,Chaos Orb,149.0,High,2020-06-19,74,11
2020-09-01,Harvest,Exalted Orb,Chaos Orb,148.73792,High,2020-06-19,75,11
2020-09-02,Harvest,Exalted Orb,Chaos Orb,145.0,High,2020-06-19,76,11
2020-09-03,Harvest,Exalted Orb,Chaos Orb,143.89359,High,2020-06-19,77,11
2020-09-04,Harvest,Exalted Orb,Chaos Orb,144.0,High,2020-06-19,78,12
2020-09-05,Harvest,Exalted Orb,Chaos Orb,141.0,High,2020-06-19,79,12
2020-09-06,Harvest,Exalted Orb,Chaos Orb,138.0,High,2020-06-19,80,12
2020-09-07,Harvest,Exalted Orb,Chaos Orb,134.38892,High,2020-06-19,81,12
2020-09-08,Harvest,Exalted Orb,Chaos Orb,131.00046,High,2020-06-19,82,12
2020-09-09,Harvest,Exalted Orb,Chaos Orb,130.0,High,2020-06-19,83,12
2020-09-10,Harvest,Exalted Orb,Chaos Orb,130.0,High,2020-06-19,84,12
2020-09-11,Harvest,Exalted Orb,Chaos Orb,129.42766,High,2020-06-19,85,13
2020-09-12,Harvest,Exalted Orb,Chaos Orb,130.0,High,2020-06-19,86,13
2020-09-13,Harvest,Exalted Orb,Chaos Orb,131.33126,High,2020-06-19,87,13
2020-09-14,Harvest,Exalted Orb,Chaos Orb,140.0,High,2020-06-19,88,13
2021-04-17,Ultimatum,Exalted Orb,Chaos Orb,65.0,High,2021-04-17,1,1
2021-04-18,Ultimatum,Exalted Orb,Chaos Orb,84.0,High,2021-04-17,2,1
2021-04-19,Ultimatum,Exalted Orb,Chaos Orb,98.55796,High,2021-04-17,3,1
2021-04-20,Ultimatum,Exalted Orb,Chaos Orb,100.44337,High,2021-04-17,4,1
2021-04-21,Ultimatum,Exalted Orb,Chaos Orb,109.10718,High,2021-04-17,5,1
2021-04-22,Ultimatum,Exalted Orb,Chaos Orb,130.0,High,2021-04-17,6,1
2021-04-23,Ultimatum,Exalted Orb,Chaos Orb,131.0,High,2021-04-17,7,1
2021-04-24,Ultimatum,Exalted Orb,Chaos Orb,135.0,High,2021-04-17,8,2
2021-04-25,Ultimatum,Exalted Orb,Chaos Orb,146.0,High,2021-04-17,9,2
2021-04-26,Ultimatum,Exalted Orb,Chaos Orb,161.42504,High,2021-04-17,10,2
2021-04-27,Ultimatum,Exalted Orb,Chaos Orb,166.0,High,2021-04-17,11,2
