Date,League,Get,Pay,Value,Confidence,StartDate,DayOfLeague,WeekOfLeague
2020-09-28,Heist,Exalted Orb,Chaos Orb,85.0,High,2020-09-18,11,2
2020-09-29,Heist,Exalted Orb,Chaos Orb,82.20537,High,2020-09-18,12,2
2020-09-30,Heist,Exalted Orb,Chaos Orb,78.86381,High,2020-09-18,13,2
2020-10-01,Heist,Exalted Orb,Chaos Orb,74.0,High,2020-09-18,14,2
2020-10-02,Heist,Exalted Orb,Chaos Orb,70.0,High,2020-09-18,15,3
2020-10-03,Heist,Exalted Orb,Chaos Orb,64.87829,High,2020-09-18,16,3
2020-10-04,Heist,Exalted Orb,Chaos Orb,59.99598,High,2020-09-18,17,3
2020-10-05,Heist,Exalted Orb,Chaos Orb,68.0,High,2020-09-18,18,3
2020-10-06,Heist,Exalted Orb,Chaos Orb,63.0,High,2020-09-18,19,3
2020-10-07,Heist,Exalted Orb,Chaos Orb,63.79165,High,2020-09-18,20,3
2020-10-08,Heist,Exalted Orb,Chaos Orb,66.0,High,2020-09-18,21,3
2020-10-09,Heist,Exalted Orb,Chaos Orb,65.0,High,2020-09-18,22,4
2020-10-10,Heist,Exalted Orb,Chaos Orb,62.0,High,2020-09-18,23,4
2020-10-11,Heist,Exalted Orb,Chaos Orb,61.0,High,2020-09-18,24,4
2020-10-12,Heist,Exalted Orb,Chaos Orb,61.0,High,2020-09-18,25,4
2020-10-13,Heist,Exalted Orb,Chaos Orb,62.0,High,2020-09-18,26,4
2020-10-14,Heist,Exalted Orb,Chaos Orb,61.0,High,2020-09-18,27,4
2020-10-15,Heist,Exalted Orb,Chaos Orb,61.97787,High,2020-09-18,28,4
2020-10-16,Heist,Exalted Orb,Chaos Orb,61.98212,High,2020-09-18,29,5
2020-10-17,Heist,Exalted Orb,Chaos Orb,61.00004,High,2020-09-18,30,5
2020-10-18,Heist,Exalted Orb,Chaos Orb,60.0,High,2020-09-18,31,5
2020-10-19,Heist,Exalted Orb,Chaos Orb,58.34631,High,2020-09-18,32,5
2020-10-20,Heist,Exalted Orb,Chaos Orb,50.0,High,2020-09-18,33,5
2020-10-21,Heist,Exalted Orb,Chaos Orb,39.13621,High,2020-09-18,34,5
2020-10-22,Heist,Exalted Orb,Chaos Orb,32.60041,High,2020-09-18,35,5
2020-10-23,Heist,Exalted Orb,Chaos Orb,24.26067,High,2020-09-18,36,6
2020-10-24,Heist,Exalted Orb,Chaos Orb,36.0011,High,2020-09-18,37,6
2020-10-25,Heist,Exalted Orb,Chaos Orb,37.0,High,2020-09-18,38,6
2020-10-26,Heist,Exalted Orb,Chaos Orb,38.9687,High,2020-09-18,39,6
2020-10-27,Heist,Exalted Orb,Chaos Orb,49.505,High,2020-09-18,40,6
2020-10-28,Heist,Exalted Orb,Chaos Orb,55.0,High,2020-09-18,41,6
2020-10-29,Heist,Exalted Orb,Chaos Orb,63.00125,High,2020-09-18,42,6
2020-10-30,Heist,Exalted Orb,Chaos Orb,76.20311,High,2020-09-18,43,7
2020-10-31,Heist,Exalted Orb,Chaos Orb,67.0,High,2020-09-18,44,7
2020-11-01,Heist,Exalted Orb,Chaos Orb,69.0,High,2020-09-18,45,7
2020-11-02,Heist,Exalted Orb,Chaos Orb,72.0,High,2020-09-18,46,7
2020-11-03,Heist,Exalted Orb,Chaos Orb,76.0,High,2020-09-18,47,7
2020-11-04,Heist,Exalted Orb,Chaos Orb,80.85714,High,2020-09-18,48,7
2020-11-05,Heist,Exalted Orb,Chaos Orb,82.85714,High,2020-09-18,49,7
2020-11-06,Heist,Exalted Orb,Chaos Orb,87.72158,High,2020-09-18,50,8
2020-11-07,Heist,Exalted Orb,Chaos Orb,91.95163,High,2020-09-18,51,8
2020-11-08,Heist,Exalted Orb,Chaos Orb,92.0,High,2020-09-18,52,8
2020-11-09,Heist,Exalted Orb,Chaos Orb,90.00171,High,2020-09-18,53,8
2020-11-10,Heist,Exalted Orb,Chaos Orb,83.08116,High,2020-09-18,54,8
2020-11-11,Heist,Exalted Orb,Chaos Orb,83.91292,High,2020-09-18,55,8
2020-11-12,Heist,Exalted Orb,Chaos Orb,86.0,High,2020-09-18,56,8
2020-11-13,Heist,Exalted Orb,Chaos Orb,86.0,High,2020-09-18,57,9
2020-11-14,Heist,Exalted Orb,Chaos Orb,87.0,High,2020-09-18,58,9
2020-11-15,Heist,Exalted Orb,Chaos Orb,87.0,High,2020-09-18,59,9
2020-11-16,Heist,Exalted Orb,Chaos Orb,87.0,High,2020-09-18,60,9
2020-11-17,Heist,Exalted Orb,Chaos Orb,87.921,High,2020-09-18,61,9
2020-11-18,Heist,Exalted Orb,Chaos Orb,87.97167,High,2020-09-18,62,9
2020-11-19,Heist,Exalted Orb,Chaos Orb,89.0,High,2020-09-18,63,9
2020-11-20,Heist,Exalted Orb,Chaos Orb,89.0,High,2020-09-18,64,10
2020-11-21,Heist,Exalted Orb,Chaos Orb,90.0,High,2020-09-18,65,10
2020-11-22,Heist,Exalted Orb,Chaos Orb,89.33352,High,2020-09-18,66,10
2020-11-23,Heist,Exalted Orb,Chaos Orb,90.0,High,2020-09-18,67,10
2020-11-24,Heist,Exalted Orb,Chaos Orb,90.0,High,2020-09-18,68,10
2020-11-25,Heist,Exalted Orb,Chaos Orb,92.12102,High,2020-09-18,69,10
2020-11-26,Heist,Exalted Orb,Chaos Orb,92.0,High,2020-09-18,70,10
2020-11-27,Heist,Exalted Orb,Chaos Orb,92.0,High,2020-09-18,71,11
2020-11-28,Heist,Exalted Orb,Chaos Orb,93.0,High,2020-09-18,72,11
2020-11-29,Heist,Exalted Orb,Chaos Orb,93.0,High,2020-09-18,73,11
2020-11-30,Heist,Exalted Orb,Chaos Orb,93.0,High,2020-09-18,74,11
2020-12-01,Heist,Exalted Orb,Chaos Orb,93.0,High,2020-09-18,75,11
2020-12-02,Heist,Exalted Orb,Chaos Orb,94.0,High,2020-09-18,76,11
2020-12-03,Heist,Exalted Orb,Chaos Orb,94.0,High,2020-09-18,77,11
2020-12-04,Heist,Exalted Orb,Chaos Orb,96.0,High,2020-09-18,78,12
2020-12-05,Heist,Exalted Orb,Chaos Orb,97.0,High,2020-09-18,79,12
2020-12-06,Heist,Exalted Orb,Chaos Orb,97.70346,High,2020-09-18,80,12
2020-12-07,Heist,Exalted Orb,Chaos Orb,98.0,High,2020-09-18,81,12
2020-12-08,Heist,Exalted Orb,Chaos Orb,99.0,High,2020-09-18,82,12
2020-12-09,Heist,Exalted Orb,Chaos Orb,101.0,High,2020-09-18,83,12
2020-12-10,Heist,Exalted Orb,Chaos Orb,102.62633,High,2020-09-18,84,12
2020-12-11,Heist,Exalted Orb,Chaos Orb,105.0,High,2020-09-18,85,13
2020-12-12,Heist,Exalted Orb,Chaos Orb,105.0,High,2020-09-18,86,13
2020-12-13,Heist,Exalted Orb,Chaos Orb,105.0,High,2020-09-18,87,13
2020-12-14,Heist,Exalted Orb,Chaos Orb,106.0,High,2020-09-18,88,13
2020-12-15,Heist,Exalted Orb,Chaos Orb,107.0,High,2020-09-18,89,13
2020-12-16,Heist,Exalted Orb,Chaos Orb,107.0,High,2020-09-18,90,13
2020-12-17,Heist,Exalted Orb,Chaos Orb,108.15172,High,2020-09-18,91,13
2020-12-18,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,92,14
2020-12-19,Heist,Exalted Orb,Chaos Orb,109.65946,High,2020-09-18,93,14
2020-12-20,Heist,Exalted Orb,Chaos Orb,109.8728,High,2020-09-18,94,14
2020-12-21,Heist,Exalted Orb,Chaos Orb,109.42743,High,2020-09-18,95,14
2020-12-22,Heist,Exalted Orb,Chaos Orb,109.0,High,2020-09-18,96,14
2020-12-23,Heist,Exalted Orb,Chaos Orb,109.0,High,2020-09-18,97,14
2020-12-24,Heist,Exalted Orb,Chaos Orb,109.77912,High,2020-09-18,98,14
2020-12-25,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,99,15
2020-12-26,Heist,Exalted Orb,Chaos Orb,109.98408,High,2020-09-18,100,15
2020-12-27,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,101,15
2020-12-28,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,102,15
2020-12-29,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,103,15
2020-12-30,Heist,Exalted Orb,Chaos Orb,109.57164,High,2020-09-18,104,15
2020-12-31,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,105,15
2021-01-01,Heist,Exalted Orb,Chaos Orb,109.97833,High,2020-09-18,106,16
2021-01-02,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,107,16
2021-01-03,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,108,16
2021-01-04,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,109,16
2021-01-05,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,110,16
2021-01-06,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,111,16
2021-01-07,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,112,16
2021-01-08,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,113,17
2021-01-09,Heist,Exalted Orb,Chaos Orb,110.0,High,2020-09-18,114,17
2021-01-10,Heist,Exalted Orb,Chaos Orb,111.79658,High,2020-09-18,115,17
2021-01-11,Heist,Exalted Orb,Chaos Orb,112.0,High,2020-09-18,116,17
2017-03-03,Legacy,Exalted Orb,Chaos Orb,25.0,Low,2017-03-03,1,1
2017-03-04,Legacy,Exalted Orb,Chaos Orb,28.72333,High,2017-03-03,2,1
2017-03-05,Legacy,Exalted Orb,Chaos Orb,43.01149,High,2017-03-03,3,1
2017-03-06,Legacy,Exalted Orb,Chaos Orb,49.5314,High,2017-03-03,4,1
2017-03-07,Legacy,Exalted Orb,Chaos Orb,52.07281,High,2017-03-03,5,1
2017-03-08,Legacy,Exalted Orb,Chaos Orb,52.00877,High,2017-03-03,6,1
2017-03-09,Legacy,Exalted Orb,Chaos Orb,52.27458,High,2017-03-03,7,1
2017-03-10,Legacy,Exalted Orb,Chaos Orb,54.35085,High,2017-03-03,8,2
2017-03-11,Legacy,Exalted Orb,Chaos Orb,56.89579,High,2017-03-03,9,2
2017-03-12,Legacy,Exalted Orb,Chaos Orb,61.66724,High,2017-03-03,10,2
2017-03-13,Legacy,Exalted Orb,Chaos Orb,65.79211,High,2017-03-03,11,2
2017-03-14,Legacy,Exalted Orb,Chaos Orb,68.24737,High,2017-03-03,12,2
2017-03-15,Legacy,Exalted Orb,Chaos Orb,69.96379,High,2017-03-03,13,2
2017-03-16,Legacy,Exalted Orb,Chaos Orb,71.0,High,2017-03-03,14,2
2017-03-17,Legacy,Exalted Orb,Chaos Orb,72.00934,High,2017-03-03,15,3
2017-03-18,Legacy,Exalted Orb,Chaos Orb,74.65369,High,2017-03-03,16,3
2017-03-19,Legacy,Exalted Orb,Chaos Orb,75.38814,High,2017-03-03,17,3
2017-03-20,Legacy,Exalted Orb,Chaos Orb,76.23576,High,2017-03-03,18,3
2017-03-21,Legacy,Exalted Orb,Chaos Orb,78.87027,High,2017-03-03,19,3
2017-03-22,Legacy,Exalted Orb,Chaos Orb,79.83199,High,2017-03-03,20,3
2017-03-23,Legacy,Exalted Orb,Chaos Orb,82.35028,High,2017-03-03,21,3
2017-03-24,Legacy,Exalted Orb,Chaos Orb,85.54345,High,2017-03-03,22,4
2017-03-25,Legacy,Exalted Orb,Chaos Orb,87.46723,High,2017-03-03,23,4
2017-03-26,Legacy,Exalted Orb,Chaos Orb,86.11638,High,2017-03-03,24,4
2017-03-27,Legacy,Exalted Orb,Chaos Orb,86.9469,High,2017-03-03,25,4
2017-03-28,Legacy,Exalted Orb,Chaos Orb,89.27506,High,2017-03-03,26,4
2017-03-29,Legacy,Exalted Orb,Chaos Orb,93.63845,High,2017-03-03,27,4
2017-03-30,Legacy,Exalted Orb,Chaos Orb,99.32483,High,2017-03-03,28,4
2017-03-31,Legacy,Exalted Orb,Chaos Orb,101.3246,High,2017-03-03,29,5
2017-04-01,Legacy,Exalted Orb,Chaos Orb,104.74224,High,2017-03-03,30,5
2017-04-02,Legacy,Exalted Orb,Chaos Orb,108.46897,High,2017-03-03,31,5
2017-04-03,Legacy,Exalted Orb,Chaos Orb,113.94746,High,2017-03-03,32,5
2017-04-04,Legacy,Exalted Orb,Chaos Orb,111.99914,High,2017-03-03,33,5
2017-04-05,Legacy,Exalted Orb,Chaos Orb,101.68448,High,2017-03-03,34,5
2017-04-06,Legacy,Exalted Orb,Chaos Orb,105.29552,High,2017-03-03,35,5
2017-04-07,Legacy,Exalted Orb,Chaos Orb,108.88033,High,2017-03-03,36,6
2017-04-08,Legacy,Exalted Orb,Chaos Orb,111.34454,High,2017-03-03,37,6
2017-04-09,Legacy,Exalted Orb,Chaos Orb,109.71517,High,2017-03-03,38,6
2017-04-10,Legacy,Exalted Orb,Chaos Orb,105.88862,High,2017-03-03,39,6
2017-04-11,Legacy,Exalted Orb,Chaos Orb,100.06552,High,2017-03-03,40,6
2017-04-12,Legacy,Exalted Orb,Chaos Orb,93.93707,High,2017-03-03,41,6
2017-04-13,Legacy,Exalted Orb,Chaos Orb,87.02667,High,2017-03-03,42,6
2017-04-14,Legacy,Exalted Orb,Chaos Orb,90.03828,High,2017-03-03,43,7
2017-04-15,Legacy,Exalted Orb,Chaos Orb,93.20517,High,2017-03-03,44,7
2017-04-16,Legacy,Exalted Orb,Chaos Orb,93.23034,High,2017-03-03,45,7
2017-04-17,Legacy,Exalted Orb,Chaos Orb,91.95172,High,2017-03-03,46,7
2017-04-18,Legacy,Exalted Orb,Chaos Orb,92.27695,High,2017-03-03,47,7
2017-04-19,Legacy,Exalted Orb,Chaos Orb,93.28508,High,2017-03-03,48,7
2017-04-20,Legacy,Exalted Orb,Chaos Orb,94.04237,High,2017-03-03,49,7
2017-04-21,Legacy,Exalted Orb,Chaos Orb,94.2704,High,2017-03-03,50,8
2017-04-22,Legacy,Exalted Orb,Chaos Orb,93.25598,High,2017-03-03,51,8
2017-04-23,Legacy,Exalted Orb,Chaos Orb,93.0,High,2017-03-03,52,8
2017-04-24,Legacy,Exalted Orb,Chaos Orb,93.0,High,2017-03-03,53,8
2017-04-25,Legacy,Exalted Orb,Chaos Orb,93.58712,High,2017-03-03,54,8
2017-04-26,Legacy,Exalted Orb,Chaos Orb,94.99368,High,2017-03-03,55,8
2017-04-27,Legacy,Exalted Orb,Chaos Orb,95.07083,High,2017-03-03,56,8
2017-04-28,Legacy,Exalted Orb,Chaos Orb,95.03475,High,2017-03-03,57,9
2017-04-29,Legacy,Exalted Orb,Chaos Orb,94.96379,High,2017-03-03,58,9
2017-04-30,Legacy,Exalted Orb,Chaos Orb,94.32896,High,2017-03-03,59,9
2017-05-01,Legacy,Exalted Orb,Chaos Orb,94.18508,High,2017-03-03,60,9
2017-05-02,Legacy,Exalted Orb,Chaos Orb,94.99759,High,2017-03-03,61,9
2017-05-03,Legacy,Exalted Orb,Chaos Orb,95.02016,High,2017-03-03,62,9
2017-05-04,Legacy,Exalted Orb,Chaos Orb,96.23569,High,2017-03-03,63,9
2017-05-05,Legacy,Exalted Orb,Chaos Orb,97.26525,High,2017-03-03,64,10
2017-05-06,Legacy,Exalted Orb,Chaos Orb,98.01377,High,2017-03-03,65,10
2017-05-07,Legacy,Exalted Orb,Chaos Orb,98.65655,High,2017-03-03,66,10
2017-05-08,Legacy,Exalted Orb,Chaos Orb,98.04983,High,2017-03-03,67,10
2017-05-09,Legacy,Exalted Orb,Chaos Orb,97.98845,High,2017-03-03,68,10
2017-05-10,Legacy,Exalted Orb,Chaos Orb,97.92373,High,2017-03-03,69,10
2017-05-11,Legacy,Exalted Orb,Chaos Orb,97.94966,High,2017-03-03,70,10
2017-05-12,Legacy,Exalted Orb,Chaos Orb,98.00203,High,2017-03-03,71,11
2017-05-13,Legacy,Exalted Orb,Chaos Orb,98.67254,High,2017-03-03,72,11
2017-05-14,Legacy,Exalted Orb,Chaos Orb,98.04316,High,2017-03-03,73,11
2017-05-15,Legacy,Exalted Orb,Chaos Orb,98.0,High,2017-03-03,74,11
2017-05-16,Legacy,Exalted Orb,Chaos Orb,97.98638,High,2017-03-03,75,11
2017-05-17,Legacy,Exalted Orb,Chaos Orb,98.0,High,2017-03-03,76,11
2017-05-18,Legacy,Exalted Orb,Chaos Orb,98.4727,High,2017-03-03,77,11
2017-05-19,Legacy,Exalted Orb,Chaos Orb,98.51461,High,2017-03-03,78,12
2017-05-20,Legacy,Exalted Orb,Chaos Orb,98.61011,High,2017-03-03,79,12
2017-05-21,Legacy,Exalted Orb,Chaos Orb,98.0,High,2017-03-03,80,12
2017-05-22,Legacy,Exalted Orb,Chaos Orb,97.6742,High,2017-03-03,81,12
2017-05-23,Legacy,Exalted Orb,Chaos Orb,96.78503,High,2017-03-03,82,12
2017-05-24,Legacy,Exalted Orb,Chaos Orb,93.99232,High,2017-03-03,83,12
2017-05-25,Legacy,Exalted Orb,Chaos Orb,93.0,High,2017-03-03,84,12
2017-05-26,Legacy,Exalted Orb,Chaos Orb,92.85836,High,2017-03-03,85,13
2017-05-27,Legacy,Exalted Orb,Chaos Orb,92.22983,High,2017-03-03,86,13
2017-05-28,Legacy,Exalted Orb,Chaos Orb,90.67893,High,2017-03-03,87,13
2017-05-29,Legacy,Exalted Orb,Chaos Orb,88.36294,High,2017-03-03,88,13
2017-05-30,Legacy,Exalted Orb,Chaos Orb,86.6765,High,2017-03-03,89,13
2017-05-31,Legacy,Exalted Orb,Chaos Orb,85.13569,High,2017-03-03,90,13
2017-06-01,Legacy,Exalted Orb,Chaos Orb,86.01441,High,2017-03-03,91,13
2017-06-02,Legacy,Exalted Orb,Chaos Orb,87.57712,High,2017-03-03,92,14
2017-06-03,Legacy,Exalted Orb,Chaos Orb,90.4452,High,2017-03-03,93,14
2017-06-04,Legacy,Exalted Orb,Chaos Orb,89.32921,High,2017-03-03,94,14
2017-06-05,Legacy,Exalted Orb,Chaos Orb,89.21951,High,2017-03-03,95,14
2017-06-06,Legacy,Exalted Orb,Chaos Orb,89.27362,High,2017-03-03,96,14
2017-06-07,Legacy,Exalted Orb,Chaos Orb,89.68684,High,2017-03-03,97,14
2017-06-08,Legacy,Exalted Orb,Chaos Orb,90.33254,High,2017-03-03,98,14
2017-06-09,Legacy,Exalted Orb,Chaos Orb,91.61972,High,2017-03-03,99,15
2017-06-10,Legacy,Exalted Orb,Chaos Orb,90.75813,High,2017-03-03,100,15
2017-06-11,Legacy,Exalted Orb,Chaos Orb,90.84875,High,2017-03-03,101,15
2017-06-12,Legacy,Exalted Orb,Chaos Orb,90.38547,High,2017-03-03,102,15
2017-06-13,Legacy,Exalted Orb,Chaos Orb,91.975,High,2017-03-03,103,15
2017-06-14,Legacy,Exalted Orb,Chaos Orb,91.68239,High,2017-03-03,104,15
2017-06-15,Legacy,Exalted Orb,Chaos Orb,90.97,High,2017-03-03,105,15
2017-06-16,Legacy,Exalted Orb,Chaos Orb,90.33821,High,2017-03-03,106,16
2017-06-17,Legacy,Exalted Orb,Chaos Orb,89.96248,High,2017-03-03,107,16
2017-06-18,Legacy,Exalted Orb,Chaos Orb,88.801,High,2017-03-03,108,16
2017-06-19,Legacy,Exalted Orb,Chaos Orb,88.13821,High,2017-03-03,109,16
2017-06-20,Legacy,Exalted Orb,Chaos Orb,87.64775,High,2017-03-03,110,16
2017-06-21,Legacy,Exalted Orb,Chaos Orb,87.0,High,2017-03-03,111,16
2017-06-22,Legacy,Exalted Orb,Chaos Orb,86.2975,High,2017-03-03,112,16
2017-06-23,Legacy,Exalted Orb,Chaos Orb,85.15094,High,2017-03-03,113,17
2017-06-24,Legacy,Exalted Orb,Chaos Orb,83.89957,High,2017-03-03,114,17
2017-06-25,Legacy,Exalted Orb,Chaos Orb,82.91,High,2017-03-03,115,17
2017-06-26,Legacy,Exalted Orb,Chaos Orb,82.09872,High,2017-03-03,116,17
2017-06-27,Legacy,Exalted Orb,Chaos Orb,81.97975,High,2017-03-03,117,17
2017-06-28,Legacy,Exalted Orb,Chaos Orb,81.86395,High,2017-03-03,118,17
2017-06-29,Legacy,Exalted Orb,Chaos Orb,81.63205,High,2017-03-03,119,17
2017-06-30,Legacy,Exalted Orb,Chaos Orb,81.05641,High,2017-03-03,120,18
2017-07-01,Legacy,Exalted Orb,Chaos Orb,81.34554,High,2017-03-03,121,18
2017-07-02,Legacy,Exalted Orb,Chaos Orb,81.0,High,2017-03-03,122,18
2017-07-03,Legacy,Exalted Orb,Chaos Orb,81.0,High,2017-03-03,123,18
2017-07-04,Legacy,Exalted Orb,Chaos Orb,80.9975,High,2017-03-03,124,18
2017-07-05,Legacy,Exalted Orb,Chaos Orb,81.19402,High,2017-03-03,125,18
2017-07-06,Legacy,Exalted Orb,Chaos Orb,81.88792,High,2017-03-03,126,18
2017-07-07,Legacy,Exalted Orb,Chaos Orb,81.71813,High,2017-03-03,127,19
2017-07-08,Legacy,Exalted Orb,Chaos Orb,81.51291,High,2017-03-03,128,19
2017-07-09,Legacy,Exalted Orb,Chaos Orb,81.0641,High,2017-03-03,129,19
2017-07-10,Legacy,Exalted Orb,Chaos Orb,80.99075,High,2017-03-03,130,19
2017-07-11,Legacy,Exalted Orb,Chaos Orb,80.95958,High,2017-03-03,131,19
2017-07-12,Legacy,Exalted Orb,Chaos Orb,80.3925,High,2017-03-03,132,19
2017-07-13,Legacy,Exalted Orb,Chaos Orb,80.90525,High,2017-03-03,133,19
2017-07-14,Legacy,Exalted Orb,Chaos Orb,80.16,High,2017-03-03,134,20
2017-07-15,Legacy,Exalted Orb,Chaos Orb,80.0,High,2017-03-03,135,20
2017-07-16,Legacy,Exalted Orb,Chaos Orb,80.16068,High,2017-03-03,136,20
2017-07-17,Legacy,Exalted Orb,Chaos Orb,80.32607,High,2017-03-03,137,20
2017-07-18,Legacy,Exalted Orb,Chaos Orb,80.01764,High,2017-03-03,138,20
2017-07-19,Legacy,Exalted Orb,Chaos Orb,79.96077,High,2017-03-03,139,20
2017-07-20,Legacy,Exalted Orb,Chaos Orb,79.93,High,2017-03-03,140,20
2017-07-21,Legacy,Exalted Orb,Chaos Orb,80.0,High,2017-03-03,141,21
2017-07-22,Legacy,Exalted Orb,Chaos Orb,80.01,High,2017-03-03,142,21
2017-07-23,Legacy,Exalted Orb,Chaos Orb,79.99744,High,2017-03-03,143,21
2017-07-24,Legacy,Exalted Orb,Chaos Orb,80.22655,High,2017-03-03,144,21
2017-07-25,Legacy,Exalted Orb,Chaos Orb,80.77829,High,2017-03-03,145,21
2017-07-26,Legacy,Exalted Orb,Chaos Orb,81.2875,High,2017-03-03,146,21
2017-07-27,Legacy,Exalted Orb,Chaos Orb,82.25385,High,2017-03-03,147,21
2017-07-28,Legacy,Exalted Orb,Chaos Orb,83.96984,High,2017-03-03,148,22
2017-07-29,Legacy,Exalted Orb,Chaos Orb,87.12103,High,2017-03-03,149,22
2017-07-30,Legacy,Exalted Orb,Chaos Orb,89.82892,High,2017-03-03,150,22
2017-07-31,Legacy,Exalted Orb,Chaos Orb,90.67162,High,2017-03-03,151,22
2017-12-09,Abyss,Exalted Orb,Chaos Orb,26.16644,High,2017-12-09,1,1
2017-12-10,Abyss,Exalted Orb,Chaos Orb,35.92556,High,2017-12-09,2,1
2017-12-11,Abyss,Exalted Orb,Chaos Orb,43.5739,High,2017-12-09,3,1
2017-12-12,Abyss,Exalted Orb,Chaos Orb,47.99698,High,2017-12-09,4,1
2017-12-13,Abyss,Exalted Orb,Chaos Orb,45.45841,High,2017-12-09,5,1
2017-12-14,Abyss,Exalted Orb,Chaos Orb,41.32816,High,2017-12-09,6,1
2017-12-15,Abyss,Exalted Orb,Chaos Orb,42.48889,High,2017-12-09,7,1
2017-12-16,Abyss,Exalted Orb,Chaos Orb,41.78923,High,2017-12-09,8,2
2017-12-17,Abyss,Exalted Orb,Chaos Orb,41.5251,High,2017-12-09,9,2
2017-12-18,Abyss,Exalted Orb,Chaos Orb,45.1072,High,2017-12-09,10,2
2017-12-19,Abyss,Exalted Orb,Chaos Orb,60.96511,High,2017-12-09,11,2
