Date,League,Get,Pay,Value,Confidence
2019-08-26,Legion,Exalted Orb,Chaos Orb,142.0,High
2019-08-27,Legion,Exalted Orb,Chaos Orb,141.75,High
2019-08-28,Legion,Exalted Orb,Chaos Orb,141.57249,High
2019-08-29,Legion,Exalted Orb,Chaos Orb,141.68809,High
2019-08-30,Legion,Exalted Orb,Chaos Orb,143.0,High
2019-08-31,Legion,Exalted Orb,Chaos Orb,150.52425,High
2019-09-01,Legion,Exalted Orb,Chaos Orb,159.7991,High
2019-09-02,Legion,Exalted Orb,Chaos Orb,160.0,High
2021-01-15,Ritual,Exalted Orb,Chaos Orb,21.0,High
2021-01-16,Ritual,Exalted Orb,Chaos Orb,62.0,High
2021-01-17,Ritual,Exalted Orb,Chaos Orb,73.0,High
2021-01-18,Ritual,Exalted Orb,Chaos Orb,92.0,High
2021-01-19,Ritual,Exalted Orb,Chaos Orb,80.62446,High
2021-01-20,Ritual,Exalted Orb,Chaos Orb,78.0,High
2021-01-21,Ritual,Exalted Orb,Chaos Orb,80.0,High
2021-01-22,Ritual,Exalted Orb,Chaos Orb,82.0,High
2021-01-23,Ritual,Exalted Orb,Chaos Orb,82.0,High
2021-01-24,Ritual,Exalted Orb,Chaos Orb,81.0,High
2021-01-25,Ritual,Exalted Orb,Chaos Orb,81.0,High
2021-01-26,Ritual,Exalted Orb,Chaos Orb,81.0,High
2021-01-27,Ritual,Exalted Orb,Chaos Orb,81.0,High
2021-01-28,Ritual,Exalted Orb,Chaos Orb,82.0,High
2021-01-29,Ritual,Exalted Orb,Chaos Orb,81.0,High
2021-01-30,Ritual,Exalted Orb,Chaos Orb,80.0007,High
2021-01-31,Ritual,Exalted Orb,Chaos Orb,80.9679,High
2021-02-01,Ritual,Exalted Orb,Chaos Orb,82.85714,High
2021-02-02,Ritual,Exalted Orb,Chaos Orb,85.72751,High
2021-02-03,Ritual,Exalted Orb,Chaos Orb,96.0,High
2021-02-04,Ritual,Exalted Orb,Chaos Orb,99.12831,High
2021-02-05,Ritual,Exalted Orb,Chaos Orb,99.77653,High
2021-02-06,Ritual,Exalted Orb,Chaos Orb,99.9264,High
2021-02-07,Ritual,Exalted Orb,Chaos Orb,94.0,High
2021-02-08,Ritual,Exalted Orb,Chaos Orb,92.67077,High
2021-02-09,Ritual,Exalted Orb,Chaos Orb,94.74043,High
2021-02-10,Ritual,Exalted Orb,Chaos Orb,99.0,High
2021-02-11,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-12,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-13,Ritual,Exalted Orb,Chaos Orb,99.5,High
2021-02-14,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-15,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-16,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-17,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-18,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-19,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-20,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-21,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-22,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-23,Ritual,Exalted Orb,Chaos Orb,100.0,High
2021-02-24,Ritual,Exalted Orb,Chaos Orb,100.07585,High
2021-02-25,Ritual,Exalted Orb,Chaos Orb,100.36515,High
2021-02-26,Ritual,Exalted Orb,Chaos Orb,100.59625,High
2021-02-27,Ritual,Exalted Orb,Chaos Orb,100.6339,High
2021-02-28,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-01,Ritual,Exalted Orb,Chaos Orb,100.80312,High
2021-03-02,Ritual,Exalted Orb,Chaos Orb,100.5,High
2021-03-03,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-04,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-05,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-06,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-07,Ritual,Exalted Orb,Chaos Orb,100.93824,High
2021-03-08,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-09,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-10,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-11,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-12,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-13,Ritual,Exalted Orb,Chaos Orb,101.5,High
2021-03-14,Ritual,Exalted Orb,Chaos Orb,101.60858,High
2021-03-15,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-16,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-17,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-18,Ritual,Exalted Orb,Chaos Orb,101.88029,High
2021-03-19,Ritual,Exalted Orb,Chaos Orb,101.6501,High
2021-03-20,Ritual,Exalted Orb,Chaos Orb,101.979,High
2021-03-21,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-22,Ritual,Exalted Orb,Chaos Orb,101.0,High
2021-03-23,Ritual,Exalted Orb,Chaos Orb,101.5,High
2021-03-24,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-25,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-26,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-27,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-28,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-29,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-30,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-03-31,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-04-01,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-04-02,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-04-03,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-04-04,Ritual,Exalted Orb,Chaos Orb,102.44177,High
2021-04-05,Ritual,Exalted Orb,Chaos Orb,102.60006,High
2021-04-06,Ritual,Exalted Orb,Chaos Orb,102.0,High
2021-04-07,Ritual,Exalted Orb,Chaos Orb,103.0,High
2021-04-08,Ritual,Exalted Orb,Chaos Orb,103.0,High
2021-04-09,Ritual,Exalted Orb,Chaos Orb,103.49202,High
2021-04-10,Ritual,Exalted Orb,Chaos Orb,105.0,High
2021-04-11,Ritual,Exalted Orb,Chaos Orb,105.0204,High
2021-04-12,Ritual,Exalted Orb,Chaos Orb,105.0,High
2019-09-06,Blight,Exalted Orb,Chaos Orb,30.5051,Medium
2019-09-07,Blight,Exalted Orb,Chaos Orb,54.07918,High
2019-09-08,Blight,Exalted Orb,Chaos Orb,72.0,High
2019-09-09,Blight,Exalted Orb,Chaos Orb,99.4929,High
2019-09-10,Blight,Exalted Orb,Chaos Orb,102.0,High
2019-09-11,Blight,Exalted Orb,Chaos Orb,110.0,High
2019-09-12,Blight,Exalted Orb,Chaos Orb,144.00083,High
2019-09-13,Blight,Exalted Orb,Chaos Orb,156.03367,High
2019-09-14,Blight,Exalted Orb,Chaos Orb,156.00109,High
2019-09-15,Blight,Exalted Orb,Chaos Orb,150.12122,High
2019-09-16,Blight,Exalted Orb,Chaos Orb,150.0,High
2019-09-17,Blight,Exalted Orb,Chaos Orb,155.0,High
2019-09-18,Blight,Exalted Orb,Chaos Orb,165.0,High
2019-09-19,Blight,Exalted Orb,Chaos Orb,168.68918,High
2019-09-20,Blight,Exalted Orb,Chaos Orb,170.0,High
2019-09-21,Blight,Exalted Orb,Chaos Orb,174.0,High
2019-09-22,Blight,Exalted Orb,Chaos Orb,175.0,High
2019-09-23,Blight,Exalted Orb,Chaos Orb,182.3494,High
2019-09-24,Blight,Exalted Orb,Chaos Orb,186.0,High
2019-09-25,Blight,Exalted Orb,Chaos Orb,185.0,High
2019-09-26,Blight,Exalted Orb,Chaos Orb,185.70397,High
2019-09-27,Blight,Exalted Orb,Chaos Orb,188.0,High
2019-09-28,Blight,Exalted Orb,Chaos Orb,189.0,High
2019-09-29,Blight,Exalted Orb,Chaos Orb,189.56603,High
2019-09-30,Blight,Exalted Orb,Chaos Orb,190.39423,High
2019-10-01,Blight,Exalted Orb,Chaos Orb,195.0,High
2019-10-02,Blight,Exalted Orb,Chaos Orb,194.0,High
2019-10-03,Blight,Exalted Orb,Chaos Orb,194.0,High
2019-10-04,Blight,Exalted Orb,Chaos Orb,195.70731,High
2019-10-05,Blight,Exalted Orb,Chaos Orb,195.0,High
2019-10-06,Blight,Exalted Orb,Chaos Orb,194.0,High
2019-10-07,Blight,Exalted Orb,Chaos Orb,195.0,High
2019-10-08,Blight,Exalted Orb,Chaos Orb,196.0,High
2019-10-09,Blight,Exalted Orb,Chaos Orb,196.0,High
2019-10-10,Blight,Exalted Orb,Chaos Orb,196.64933,High
2019-10-11,Blight,Exalted Orb,Chaos Orb,197.0,High
2019-10-12,Blight,Exalted Orb,Chaos Orb,200.0,High
2019-10-13,Blight,Exalted Orb,Chaos Orb,202.02558,High
2019-10-14,Blight,Exalted Orb,Chaos Orb,205.0,High
2019-10-15,Blight,Exalted Orb,Chaos Orb,205.0,High
2019-10-16,Blight,Exalted Orb,Chaos Orb,205.0,High
2019-10-17,Blight,Exalted Orb,Chaos Orb,202.0,High
2019-10-18,Blight,Exalted Orb,Chaos Orb,200.0,High
2019-10-19,Blight,Exalted Orb,Chaos Orb,193.0,High
2019-10-20,Blight,Exalted Orb,Chaos Orb,190.0,High
2019-10-21,Blight,Exalted Orb,Chaos Orb,185.0,High
2019-10-22,Blight,Exalted Orb,Chaos Orb,172.0,High
2019-10-23,Blight,Exalted Orb,Chaos Orb,174.0,High
2019-10-24,Blight,Exalted Orb,Chaos Orb,176.60774,High
2019-10-25,Blight,Exalted Orb,Chaos Orb,175.0,High
2019-10-26,Blight,Exalted Orb,Chaos Orb,176.62693,High
2019-10-27,Blight,Exalted Orb,Chaos Orb,178.0,High
2019-10-28,Blight,Exalted Orb,Chaos Orb,178.0,High
2019-10-29,Blight,Exalted Orb,Chaos Orb,181.98985,High
2019-10-30,Blight,Exalted Orb,Chaos Orb,181.0,High
2019-10-31,Blight,Exalted Orb,Chaos Orb,178.0,High
2019-11-01,Blight,Exalted Orb,Chaos Orb,178.0,High
2019-11-02,Blight,Exalted Orb,Chaos Orb,180.0,High
2019-11-03,Blight,Exalted Orb,Chaos Orb,181.0,High
2019-11-04,Blight,Exalted Orb,Chaos Orb,180.70794,High
2019-11-05,Blight,Exalted Orb,Chaos Orb,179.0,High
2019-11-06,Blight,Exalted Orb,Chaos Orb,173.00105,High
2019-11-07,Blight,Exalted Orb,Chaos Orb,167.0,High
2019-11-08,Blight,Exalted Orb,Chaos Orb,165.0,High
2019-11-09,Blight,Exalted Orb,Chaos Orb,164.0,High
2019-11-10,Blight,Exalted Orb,Chaos Orb,158.0,High
2019-11-11,Blight,Exalted Orb,Chaos Orb,157.0,High
2019-11-12,Blight,Exalted Orb,Chaos Orb,157.0,High
2019-11-13,Blight,Exalted Orb,Chaos Orb,159.0,High
2019-11-14,Blight,Exalted Orb,Chaos Orb,159.0,High
2019-11-15,Blight,Exalted Orb,Chaos Orb,159.93458,High
2019-11-16,Blight,Exalted Orb,Chaos Orb,159.17877,High
2019-11-17,Blight,Exalted Orb,Chaos Orb,159.0,High
2019-11-18,Blight,Exalted Orb,Chaos Orb,160.0,High
2019-11-19,Blight,Exalted Orb,Chaos Orb,164.0,High
2019-11-20,Blight,Exalted Orb,Chaos Orb,164.0,High
2019-11-21,Blight,Exalted Orb,Chaos Orb,163.0,High
2019-11-22,Blight,Exalted Orb,Chaos Orb,162.41934,High
2019-11-23,Blight,Exalted Orb,Chaos Orb,160.0,High
2019-11-24,Blight,Exalted Orb,Chaos Orb,160.0,High
2019-11-25,Blight,Exalted Orb,Chaos Orb,159.63829,High
2019-11-26,Blight,Exalted Orb,Chaos Orb,159.88619,High
2019-11-27,Blight,Exalted Orb,Chaos Orb,160.0,High
2019-11-28,Blight,Exalted Orb,Chaos Orb,159.0,High
2019-11-29,Blight,Exalted Orb,Chaos Orb,157.0,High
2019-11-30,Blight,Exalted Orb,Chaos Orb,155.0,High
2019-12-01,Blight,Exalted Orb,Chaos Orb,153.11825,High
2019-12-02,Blight,Exalted Orb,Chaos Orb,152.0,High
2019-12-03,Blight,Exalted Orb,Chaos Orb,150.07642,High
2019-12-04,Blight,Exalted Orb,Chaos Orb,150.0,High
2019-12-05,Blight,Exalted Orb,Chaos Orb,150.0,High
2019-12-06,Blight,Exalted Orb,Chaos Orb,150.0,High
2019-12-07,Blight,Exalted Orb,Chaos Orb,150.0,High
2019-12-08,Blight,Exalted Orb,Chaos Orb,152.0,High
2019-12-09,Blight,Exalted Orb,Chaos Orb,161.02788,High
2020-06-19,Harvest,Exalted Orb,Chaos Orb,24.37823,Low
2020-06-20,Harvest,Exalted Orb,Chaos Orb,55.0,High
2020-06-21,Harvest,Exalted Orb,Chaos Orb,77.0,High
2020-06-22,Harvest,Exalted Orb,Chaos Orb,114.0,High
2020-06-23,Harvest,Exalted Orb,Chaos Orb,134.0,High
2020-06-24,Harvest,Exalted Orb,Chaos Orb,149.0,High
2020-06-25,Harvest,Exalted Orb,Chaos Orb,169.00102,High
2020-06-26,Harvest,Exalted Orb,Chaos Orb,186.005,High
2020-06-27,Harvest,Exalted Orb,Chaos Orb,190.0,High
2020-06-28,Harvest,Exalted Orb,Chaos Orb,176.505,High
2020-06-29,Harvest,Exalted Orb,Chaos Orb,186.36462,High
2020-06-30,Harvest,Exalted Orb,Chaos Orb,195.0,High
2020-07-01,Harvest,Exalted Orb,Chaos Orb,198.0,High
2020-07-02,Harvest,Exalted Orb,Chaos Orb,200.0,High
2020-07-03,Harvest,Exalted Orb,Chaos Orb,176.505,High
2020-07-04,Harvest,Exalted Orb,Chaos Orb,178.0,High
2020-07-05,Harvest,Exalted Orb,Chaos Orb,181.38717,High
2020-07-06,Harvest,Exalted Orb,Chaos Orb,178.505,High
2020-07-07,Harvest,Exalted Orb,Chaos Orb,174.0,High
2020-07-08,Harvest,Exalted Orb,Chaos Orb,165.0,High
2020-07-09,Harvest,Exalted Orb,Chaos Orb,162.0,High
2020-07-10,Harvest,Exalted Orb,Chaos Orb,159.0,High
2020-07-11,Harvest,Exalted Orb,Chaos Orb,149.005,High
2020-07-12,Harvest,Exalted Orb,Chaos Orb,155.0,High
2020-07-13,Harvest,Exalted Orb,Chaos Orb,173.0,High
2020-07-14,Harvest,Exalted Orb,Chaos Orb,173.0,High
2020-07-15,Harvest,Exalted Orb,Chaos Orb,169.0,High
2020-07-16,Harvest,Exalted Orb,Chaos Orb,165.0,High
2020-07-17,Harvest,Exalted Orb,Chaos Orb,152.0,High
2020-07-18,Harvest,Exalted Orb,Chaos Orb,151.03544,High
2020-07-19,Harvest,Exalted Orb,Chaos Orb,147.0,High
2020-07-20,Harvest,Exalted Orb,Chaos Orb,143.505,High
2020-07-21,Harvest,Exalted Orb,Chaos Orb,139.83417,High
2020-07-22,Harvest,Exalted Orb,Chaos Orb,137.0,High
2020-07-23,Harvest,Exalted Orb,Chaos Orb,134.0,High
2020-07-24,Harvest,Exalted Orb,Chaos Orb,128.0,High
2020-07-25,Harvest,Exalted Orb,Chaos Orb,129.0,High
2020-07-26,Harvest,Exalted Orb,Chaos Orb,141.34173,High
2020-07-27,Harvest,Exalted Orb,Chaos Orb,143.87242,High
2020-07-28,Harvest,Exalted Orb,Chaos Orb,148.0,High
2020-07-29,Harvest,Exalted Orb,Chaos Orb,143.9109,High
2020-07-30,Harvest,Exalted Orb,Chaos Orb,138.0,High
2020-07-31,Harvest,Exalted Orb,Chaos Orb,139.92328,High
2020-08-01,Harvest,Exalted Orb,Chaos Orb,148.0,High
2020-08-02,Harvest,Exalted Orb,Chaos Orb,156.17347,High
2020-08-03,Harvest,Exalted Orb,Chaos Orb,156.5143,High
2020-08-04,Harvest,Exalted Orb,Chaos Orb,153.24524,High
2020-08-05,Harvest,Exalted Orb,Chaos Orb,154.0,High
2020-08-06,Harvest,Exalted Orb,Chaos Orb,155.35851,High
2020-08-07,Harvest,Exalted Orb,Chaos Orb,157.00167,High
2020-08-08,Harvest,Exalted Orb,Chaos Orb,160.0,High
2020-08-09,Harvest,Exalted Orb,Chaos Orb,168.0,High
2020-08-10,Harvest,Exalted Orb,Chaos Orb,166.0,High
2020-08-11,Harvest,Exalted Orb,Chaos Orb,161.08186,High
2020-08-12,Harvest,Exalted Orb,Chaos Orb,162.0,High
2020-08-13,Harvest,Exalted Orb,Chaos Orb,160.0,High
2020-08-14,Harvest,Exalted Orb,Chaos Orb,159.0,High
2020-08-15,Harvest,Exalted Orb,Chaos Orb,161.0,High
2020-08-16,Harvest,Exalted Orb,Chaos Orb,162.0,High
2020-08-17,Harvest,Exalted Orb,Chaos Orb,161.0,High
2020-08-18,Harvest,Exalted Orb,Chaos Orb,160.0,High
2020-08-19,Harvest,Exalted Orb,Chaos Orb,155.0,High
2020-08-20,Harvest,Exalted Orb,Chaos Orb,155.0,High
2020-08-21,Harvest,Exalted Orb,Chaos Orb,154.0,High
2020-08-22,Harvest,Exalted Orb,Chaos Orb,152.0,High
2020-08-23,Harvest,Exalted Orb,Chaos Orb,152.0,High
2020-08-24,Harvest,Exalted Orb,Chaos Orb,152.0,High
2020-08-25,Harvest,Exalted Orb,Chaos Orb,152.0,High
2020-08-26,Harvest,Exalted Orb,Chaos Orb,151.91045,High
2020-08-27,Harvest,Exalted Orb,Chaos Orb,151.94004,High
2020-08-28,Harvest,Exalted Orb,Chaos Orb,151.03741,High
2020-08-29,Harvest,Exalted Orb,Chaos Orb,151.0,High
2020-08-30,Harvest,Exalted Orb,Chaos Orb,151.0,High
2020-08-31,Harvest,Exalted Orb,Chaos Orb,149.0,High
2020-09-01,Harvest,Exalted Orb,Chaos Orb,148.73792,High
2020-09-02,Harvest,Exalted Orb,Chaos Orb,145.0,High
2020-09-03,Harvest,Exalted Orb,Chaos Orb,143.89359,High
2020-09-04,Harvest,Exalted Orb,Chaos Orb,144.0,High
2020-09-05,Harvest,Exalted Orb,Chaos Orb,141.0,High
2020-09-06,Harvest,Exalted Orb,Chaos Orb,138.0,High
2020-09-07,Harvest,Exalted Orb,Chaos Orb,134.38892,High
2020-09-08,Harvest,Exalted Orb,Chaos Orb,131.00046,High
2020-09-09,Harvest,Exalted Orb,Chaos Orb,130.0,High
2020-09-10,Harvest,Exalted Orb,Chaos Orb,130.0,High
2020-09-11,Harvest,Exalted Orb,Chaos Orb,129.42766,High
2020-09-12,Harvest,Exalted Orb,Chaos Orb,130.0,High
2020-09-13,Harvest,Exalted Orb,Chaos Orb,131.33126,High
2020-09-14,Harvest,Exalted Orb,Chaos Orb,140.0,High
2021-04-17,Ultimatum,Exalted Orb,Chaos Orb,65.0,High
2021-04-18,Ultimatum,Exalted Orb,Chaos Orb,84.0,High
2021-04-19,Ultimatum,Exalted Orb,Chaos Orb,98.55796,High
2021-04-20,Ultimatum,Exalted Orb,Chaos Orb,100.44337,High
2021-04-21,Ultimatum,Exalted Orb,Chaos Orb,109.10718,High
2021-04-22,Ultimatum,Exalted Orb,Chaos Orb,130.0,High
2021-04-23,Ultimatum,Exalted Orb,Chaos Orb,131.0,High
2021-04-24,Ultimatum,Exalted Orb,Chaos Orb,135.0,High
2021-04-25,Ultimatum,Exalted Orb,Chaos Orb,146.0,High
2021-04-26,Ultimatum,Exalted Orb,Chaos Orb,161.42504,High
2021-04-27,Ultimatum,Exalted Orb,Chaos Orb,166.0,High
2021-04-28,Ultimatum,Exalted Orb,Chaos Orb,150.81505,High
2021-04-29,Ultimatum,Exalted Orb,Chaos Orb,137.00047,High
2021-04-30,Ultimatum,Exalted Orb,Chaos Orb,146.8957,High
2021-05-01,Ultimatum,Exalted Orb,Chaos Orb,146.94591,High
2021-05-02,Ultimatum,Exalted Orb,Chaos Orb,147.65372,High
2021-05-03,Ultimatum,Exalted Orb,Chaos Orb,148.50201,High
2021-05-04,Ultimatum,Exalted Orb,Chaos Orb,150.0,High
2021-05-05,Ultimatum,Exalted Orb,Chaos Orb,152.0,High
2021-05-06,Ultimatum,Exalted Orb,Chaos Orb,153.35174,High
2021-05-07,Ultimatum,Exalted Orb,Chaos Orb,154.0,High
2021-05-08,Ultimatum,Exalted Orb,Chaos Orb,153.50838,High
2021-05-09,Ultimatum,Exalted Orb,Chaos Orb,152.78621,High
2021-05-10,Ultimatum,Exalted Orb,Chaos Orb,152.0,High
2021-05-11,Ultimatum,Exalted Orb,Chaos Orb,152.0,High
2021-05-12,Ultimatum,Exalted Orb,Chaos Orb,152.0,High
2021-05-13,Ultimatum,Exalted Orb,Chaos Orb,151.93997,High
2021-05-14,Ultimatum,Exalted Orb,Chaos Orb,151.42617,High
2021-05-15,Ultimatum,Exalted Orb,Chaos Orb,151.0,High
2021-05-16,Ultimatum,Exalted Orb,Chaos Orb,150.0,High
2021-05-17,Ultimatum,Exalted Orb,Chaos Orb,150.0,High
2021-05-18,Ultimatum,Exalted Orb,Chaos Orb,150.0,High
2021-05-19,Ultimatum,Exalted Orb,Chaos Orb,149.86072,High
2021-05-20,Ultimatum,Exalted Orb,Chaos Orb,149.73337,High
2021-05-21,Ultimatum,Exalted Orb,Chaos Orb,149.0,High
2021-05-22,Ultimatum,Exalted Orb,Chaos Orb,148.88756,High
2021-05-23,Ultimatum,Exalted Orb,Chaos Orb,147.98687,High
2021-05-24,Ultimatum,Exalted Orb,Chaos Orb,146.0,High
2021-05-25,Ultimatum,Exalted Orb,Chaos Orb,143.60036,High
2021-05-26,Ultimatum,Exalted Orb,Chaos Orb,139.94747,High
2021-05-27,Ultimatum,Exalted Orb,Chaos Orb,130.65797,High
2021-05-28,Ultimatum,Exalted Orb,Chaos Orb,126.74782,High
2021-05-29,Ultimatum,Exalted Orb,Chaos Orb,122.78643,High
2021-05-30,Ultimatum,Exalted Orb,Chaos Orb,110.99171,High
2021-05-31,Ultimatum,Exalted Orb,Chaos Orb,110.0,High
2021-06-01,Ultimatum,Exalted Orb,Chaos Orb,111.32111,High
2021-06-02,Ultimatum,Exalted Orb,Chaos Orb,112.19268,High
2021-06-03,Ultimatum,Exalted Orb,Chaos Orb,114.79263,High
2021-06-04,Ultimatum,Exalted Orb,Chaos Orb,116.0,High
2021-06-05,Ultimatum,Exalted Orb,Chaos Orb,117.0201,High
2021-06-06,Ultimatum,Exalted Orb,Chaos Orb,117.19302,High
2021-06-07,Ultimatum,Exalted Orb,Chaos Orb,118.0,High
2021-06-08,Ultimatum,Exalted Orb,Chaos Orb,118.89479,High
2021-06-09,Ultimatum,Exalted Orb,Chaos Orb,119.94738,High
2021-06-10,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-11,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-12,Ultimatum,Exalted Orb,Chaos Orb,120.64908,High
2021-06-13,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-14,Ultimatum,Exalted Orb,Chaos Orb,120.26475,High
2021-06-15,Ultimatum,Exalted Orb,Chaos Orb,120.51396,High
2021-06-16,Ultimatum,Exalted Orb,Chaos Orb,120.23082,High
2021-06-17,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-18,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-19,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-20,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-21,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-22,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-23,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-24,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-25,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-26,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-27,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-28,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-29,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-06-30,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-07-01,Ultimatum,Exalted Orb,Chaos Orb,119.98498,High
2021-07-02,Ultimatum,Exalted Orb,Chaos Orb,120.0,High
2021-07-03,Ultimatum,Exalted Orb,Chaos Orb,119.9925,High
2021-07-04,Ultimatum,Exalted Orb,Chaos Orb,119.0,High
2021-07-05,Ultimatum,Exalted Orb,Chaos Orb,118.0,High
2021-07-06,Ultimatum,Exalted Orb,Chaos Orb,115.0,High
2021-07-07,Ultimatum,Exalted Orb,Chaos Orb,109.81077,High
2021-07-08,Ultimatum,Exalted Orb,Chaos Orb,109.0,High
2021-07-09,Ultimatum,Exalted Orb,Chaos Orb,107.90001,High
2021-07-10,Ultimatum,Exalted Orb,Chaos Orb,107.0,High
2021-07-11,Ultimatum,Exalted Orb,Chaos Orb,106.17561,High
2021-07-12,Ultimatum,Exalted Orb,Chaos Orb,105.98087,High
2021-07-13,Ultimatum,Exalted Orb,Chaos Orb,106.27503,High
2021-07-14,Ultimatum,Exalted Orb,Chaos Orb,106.0,High
2021-07-15,Ultimatum,Exalted Orb,Chaos Orb,106.0,High
2021-07-16,Ultimatum,Exalted Orb,Chaos Orb,105.89479,High
2021-07-17,Ultimatum,Exalted Orb,Chaos Orb,105.6665,High
2021-07-18,Ultimatum,Exalted Orb,Chaos Orb,105.0,High
2021-07-19,Ultimatum,Exalted Orb,Chaos Orb,104.50518,High
2021-07-23,Expedition,Exalted Orb,Chaos Orb,50.0,Low
2021-07-24,Expedition,Exalted Orb,Chaos Orb,62.0,High
2021-07-25,Expedition,Exalted Orb,Chaos Orb,72.57994,High
2021-07-26,Expedition,Exalted Orb,Chaos Orb,77.0,High
2021-07-27,Expedition,Exalted Orb,Chaos Orb,75.9145,High
2021-07-28,Expedition,Exalted Orb,Chaos Orb,75.0,High
2021-07-29,Expedition,Exalted Orb,Chaos Orb,76.0,High
2021-07-30,Expedition,Exalted Orb,Chaos Orb,80.0,High
2021-07-31,Expedition,Exalted Orb,Chaos Orb,93.13224,High
2021-08-01,Expedition,Exalted Orb,Chaos Orb,93.0,High
2021-08-02,Expedition,Exalted Orb,Chaos Orb,94.0,High
2021-08-03,Expedition,Exalted Orb,Chaos Orb,94.29842,High
2021-08-04,Expedition,Exalted Orb,Chaos Orb,95.0,High
2021-08-05,Expedition,Exalted Orb,Chaos Orb,98.56344,High
2021-08-06,Expedition,Exalted Orb,Chaos Orb,107.53504,High
2021-08-07,Expedition,Exalted Orb,Chaos Orb,110.73757,High
2021-08-08,Expedition,Exalted Orb,Chaos Orb,110.9475,High
2021-08-09,Expedition,Exalted Orb,Chaos Orb,111.48691,High
2021-08-10,Expedition,Exalted Orb,Chaos Orb,112.11809,High
2021-08-11,Expedition,Exalted Orb,Chaos Orb,115.0,High
2021-08-12,Expedition,Exalted Orb,Chaos Orb,120.25125,High
2021-08-13,Expedition,Exalted Orb,Chaos Orb,126.00205,High
2021-08-14,Expedition,Exalted Orb,Chaos Orb,129.52633,High
2021-08-15,Expedition,Exalted Orb,Chaos Orb,129.45325,High
2021-08-16,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-08-17,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-08-18,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-08-19,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-08-20,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-08-21,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-08-22,Expedition,Exalted Orb,Chaos Orb,130.86113,High
