Date,League,Get,Pay,Value,Confidence
2018-12-07,Betrayal,Exalted Orb,Chaos Orb,19.34105,High
2018-12-08,Betrayal,Exalted Orb,Chaos Orb,41.0,High
2018-12-09,Betrayal,Exalted Orb,Chaos Orb,58.0,High
2018-12-10,Betrayal,Exalted Orb,Chaos Orb,72.0,High
2018-12-11,Betrayal,Exalted Orb,Chaos Orb,74.72035,High
2018-12-12,Betrayal,Exalted Orb,Chaos Orb,87.0,High
2018-12-13,Betrayal,Exalted Orb,Chaos Orb,93.15538,High
2018-12-14,Betrayal,Exalted Orb,Chaos Orb,97.0,High
2018-12-15,Betrayal,Exalted Orb,Chaos Orb,99.0,High
2018-12-16,Betrayal,Exalted Orb,Chaos Orb,97.0,High
2018-12-17,Betrayal,Exalted Orb,Chaos Orb,99.0,High
2018-12-18,Betrayal,Exalted Orb,Chaos Orb,110.0,High
2018-12-19,Betrayal,Exalted Orb,Chaos Orb,120.0,High
2018-12-20,Betrayal,Exalted Orb,Chaos Orb,124.97773,High
2018-12-21,Betrayal,Exalted Orb,Chaos Orb,131.5842,High
2018-12-22,Betrayal,Exalted Orb,Chaos Orb,135.0,High
2018-12-23,Betrayal,Exalted Orb,Chaos Orb,136.8647,High
2018-12-24,Betrayal,Exalted Orb,Chaos Orb,145.0,High
2018-12-25,Betrayal,Exalted Orb,Chaos Orb,154.0,High
2018-12-26,Betrayal,Exalted Orb,Chaos Orb,159.0,High
2018-12-27,Betrayal,Exalted Orb,Chaos Orb,140.0,High
2018-12-28,Betrayal,Exalted Orb,Chaos Orb,140.0,High
2018-12-29,Betrayal,Exalted Orb,Chaos Orb,144.0,High
2018-12-30,Betrayal,Exalted Orb,Chaos Orb,145.01562,High
2018-12-31,Betrayal,Exalted Orb,Chaos Orb,150.0,High
2019-01-01,Betrayal,Exalted Orb,Chaos Orb,155.0,High
2019-01-02,Betrayal,Exalted Orb,Chaos Orb,160.0,High
2019-01-03,Betrayal,Exalted Orb,Chaos Orb,163.08505,High
2019-01-04,Betrayal,Exalted Orb,Chaos Orb,163.0,High
2019-01-05,Betrayal,Exalted Orb,Chaos Orb,164.0,High
2019-01-06,Betrayal,Exalted Orb,Chaos Orb,165.0,High
2019-01-07,Betrayal,Exalted Orb,Chaos Orb,166.0,High
2019-01-08,Betrayal,Exalted Orb,Chaos Orb,170.0,High
2019-01-09,Betrayal,Exalted Orb,Chaos Orb,172.005,High
2019-01-10,Betrayal,Exalted Orb,Chaos Orb,173.0,High
2019-01-11,Betrayal,Exalted Orb,Chaos Orb,172.0,High
2019-01-12,Betrayal,Exalted Orb,Chaos Orb,170.0,High
2019-01-13,Betrayal,Exalted Orb,Chaos Orb,170.0,High
2019-01-14,Betrayal,Exalted Orb,Chaos Orb,171.0,High
2019-01-15,Betrayal,Exalted Orb,Chaos Orb,173.0,High
2019-01-16,Betrayal,Exalted Orb,Chaos Orb,175.0,High
2019-01-17,Betrayal,Exalted Orb,Chaos Orb,180.0,High
2019-01-18,Betrayal,Exalted Orb,Chaos Orb,183.4816,High
2019-01-19,Betrayal,Exalted Orb,Chaos Orb,190.0,High
2019-01-20,Betrayal,Exalted Orb,Chaos Orb,192.72587,High
2019-01-21,Betrayal,Exalted Orb,Chaos Orb,180.0,High
2019-01-22,Betrayal,Exalted Orb,Chaos Orb,175.0,High
2019-01-23,Betrayal,Exalted Orb,Chaos Orb,180.0,High
2019-01-24,Betrayal,Exalted Orb,Chaos Orb,185.0,High
2019-01-25,Betrayal,Exalted Orb,Chaos Orb,190.0,High
2019-01-26,Betrayal,Exalted Orb,Chaos Orb,192.27054,High
2019-01-27,Betrayal,Exalted Orb,Chaos Orb,193.06092,High
2019-01-28,Betrayal,Exalted Orb,Chaos Orb,193.57179,High
2019-01-29,Betrayal,Exalted Orb,Chaos Orb,195.0,High
2019-01-30,Betrayal,Exalted Orb,Chaos Orb,195.79593,High
2019-01-31,Betrayal,Exalted Orb,Chaos Orb,197.0,High
2019-02-01,Betrayal,Exalted Orb,Chaos Orb,196.0,High
2019-02-02,Betrayal,Exalted Orb,Chaos Orb,193.505,High
2019-02-03,Betrayal,Exalted Orb,Chaos Orb,190.0,High
2019-02-04,Betrayal,Exalted Orb,Chaos Orb,186.0,High
2019-02-05,Betrayal,Exalted Orb,Chaos Orb,175.0,High
2019-02-06,Betrayal,Exalted Orb,Chaos Orb,174.97848,High
2019-02-07,Betrayal,Exalted Orb,Chaos Orb,186.0,High
2019-02-08,Betrayal,Exalted Orb,Chaos Orb,188.0,High
2019-02-09,Betrayal,Exalted Orb,Chaos Orb,184.9433,High
2019-02-10,Betrayal,Exalted Orb,Chaos Orb,178.70589,High
2019-02-11,Betrayal,Exalted Orb,Chaos Orb,177.0,High
2019-02-12,Betrayal,Exalted Orb,Chaos Orb,175.0,High
2019-02-13,Betrayal,Exalted Orb,Chaos Orb,175.0,High
2019-02-14,Betrayal,Exalted Orb,Chaos Orb,174.0,High
2019-02-15,Betrayal,Exalted Orb,Chaos Orb,171.54701,High
2019-02-16,Betrayal,Exalted Orb,Chaos Orb,170.0,High
2019-02-17,Betrayal,Exalted Orb,Chaos Orb,166.0,High
2019-02-18,Betrayal,Exalted Orb,Chaos Orb,163.0,High
2019-02-19,Betrayal,Exalted Orb,Chaos Orb,158.9868,High
2019-02-20,Betrayal,Exalted Orb,Chaos Orb,154.0,High
2019-02-21,Betrayal,Exalted Orb,Chaos Orb,158.0,High
2019-02-22,Betrayal,Exalted Orb,Chaos Orb,159.0,High
2019-02-23,Betrayal,Exalted Orb,Chaos Orb,158.0,High
2019-02-24,Betrayal,Exalted Orb,Chaos Orb,157.0,High
2019-02-25,Betrayal,Exalted Orb,Chaos Orb,157.12519,High
2019-02-26,Betrayal,Exalted Orb,Chaos Orb,157.76603,High
2019-02-27,Betrayal,Exalted Orb,Chaos Orb,159.87462,High
2019-02-28,Betrayal,Exalted Orb,Chaos Orb,159.0,High
2019-03-01,Betrayal,Exalted Orb,Chaos Orb,160.0,High
2019-03-02,Betrayal,Exalted Orb,Chaos Orb,160.0,High
2019-03-03,Betrayal,Exalted Orb,Chaos Orb,159.31158,High
2019-03-04,Betrayal,Exalted Orb,Chaos Orb,160.0,High
2019-03-05,Betrayal,Exalted Orb,Chaos Orb,160.0,High
2016-12-02,Breach,Exalted Orb,Chaos Orb,86.5,Low
2016-12-03,Breach,Exalted Orb,Chaos Orb,40.00526,High
2016-12-04,Breach,Exalted Orb,Chaos Orb,44.63661,High
2016-12-05,Breach,Exalted Orb,Chaos Orb,52.41607,High
2016-12-06,Breach,Exalted Orb,Chaos Orb,55.52644,High
2016-12-07,Breach,Exalted Orb,Chaos Orb,57.80439,High
2016-12-08,Breach,Exalted Orb,Chaos Orb,59.93464,High
2016-12-09,Breach,Exalted Orb,Chaos Orb,62.13554,High
2016-12-10,Breach,Exalted Orb,Chaos Orb,64.86616,High
2016-12-11,Breach,Exalted Orb,Chaos Orb,65.70255,High
2016-12-12,Breach,Exalted Orb,Chaos Orb,67.29364,High
2016-12-13,Breach,Exalted Orb,Chaos Orb,69.00714,High
2016-12-14,Breach,Exalted Orb,Chaos Orb,71.19107,High
2016-12-15,Breach,Exalted Orb,Chaos Orb,71.39211,High
2016-12-16,Breach,Exalted Orb,Chaos Orb,71.575,High
2016-12-17,Breach,Exalted Orb,Chaos Orb,71.14125,High
2016-12-18,Breach,Exalted Orb,Chaos Orb,70.70909,High
2016-12-19,Breach,Exalted Orb,Chaos Orb,70.21667,High
2016-12-20,Breach,Exalted Orb,Chaos Orb,70.0,High
2016-12-21,Breach,Exalted Orb,Chaos Orb,70.17273,High
2016-12-22,Breach,Exalted Orb,Chaos Orb,70.74864,High
2016-12-23,Breach,Exalted Orb,Chaos Orb,70.05702,High
2016-12-24,Breach,Exalted Orb,Chaos Orb,70.32397,High
2016-12-25,Breach,Exalted Orb,Chaos Orb,70.50509,High
2016-12-26,Breach,Exalted Orb,Chaos Orb,70.98481,High
2016-12-27,Breach,Exalted Orb,Chaos Orb,70.62164,High
2016-12-28,Breach,Exalted Orb,Chaos Orb,70.44364,High
2016-12-29,Breach,Exalted Orb,Chaos Orb,70.30873,High
2016-12-30,Breach,Exalted Orb,Chaos Orb,70.0,High
2016-12-31,Breach,Exalted Orb,Chaos Orb,69.82934,High
2017-01-01,Breach,Exalted Orb,Chaos Orb,69.0,High
2017-01-02,Breach,Exalted Orb,Chaos Orb,69.0,High
2017-01-03,Breach,Exalted Orb,Chaos Orb,68.05982,High
2017-01-04,Breach,Exalted Orb,Chaos Orb,67.13696,High
2017-01-05,Breach,Exalted Orb,Chaos Orb,65.63273,High
2017-01-06,Breach,Exalted Orb,Chaos Orb,62.70909,High
2017-01-07,Breach,Exalted Orb,Chaos Orb,60.6,High
2017-01-08,Breach,Exalted Orb,Chaos Orb,56.79777,High
2017-01-09,Breach,Exalted Orb,Chaos Orb,52.59503,High
2017-01-10,Breach,Exalted Orb,Chaos Orb,53.50118,High
2017-01-11,Breach,Exalted Orb,Chaos Orb,59.66545,High
2017-01-12,Breach,Exalted Orb,Chaos Orb,57.28714,High
2017-01-13,Breach,Exalted Orb,Chaos Orb,54.89554,High
2017-01-14,Breach,Exalted Orb,Chaos Orb,53.85636,High
2017-01-15,Breach,Exalted Orb,Chaos Orb,52.05083,High
2017-01-16,Breach,Exalted Orb,Chaos Orb,51.74055,High
2017-01-17,Breach,Exalted Orb,Chaos Orb,50.98214,High
2017-01-18,Breach,Exalted Orb,Chaos Orb,50.0,High
2017-01-19,Breach,Exalted Orb,Chaos Orb,49.97127,High
2017-01-20,Breach,Exalted Orb,Chaos Orb,48.88891,High
2017-01-21,Breach,Exalted Orb,Chaos Orb,46.7391,High
2017-01-22,Breach,Exalted Orb,Chaos Orb,43.75,High
2017-01-23,Breach,Exalted Orb,Chaos Orb,42.65222,High
2017-01-24,Breach,Exalted Orb,Chaos Orb,42.01436,High
2017-01-25,Breach,Exalted Orb,Chaos Orb,42.03212,High
2017-01-26,Breach,Exalted Orb,Chaos Orb,43.13142,High
2017-01-27,Breach,Exalted Orb,Chaos Orb,46.99175,High
2017-01-28,Breach,Exalted Orb,Chaos Orb,48.62679,High
2017-01-29,Breach,Exalted Orb,Chaos Orb,46.79696,High
2017-01-30,Breach,Exalted Orb,Chaos Orb,46.6697,High
2017-01-31,Breach,Exalted Orb,Chaos Orb,47.20754,High
2017-02-01,Breach,Exalted Orb,Chaos Orb,48.18196,High
2017-02-02,Breach,Exalted Orb,Chaos Orb,49.36589,High
2017-02-03,Breach,Exalted Orb,Chaos Orb,50.67857,High
2017-02-04,Breach,Exalted Orb,Chaos Orb,51.62714,High
2017-02-05,Breach,Exalted Orb,Chaos Orb,53.31394,High
2017-02-06,Breach,Exalted Orb,Chaos Orb,55.74895,High
2017-02-07,Breach,Exalted Orb,Chaos Orb,58.21895,High
2017-02-08,Breach,Exalted Orb,Chaos Orb,63.56912,High
2017-02-09,Breach,Exalted Orb,Chaos Orb,66.2338,High
2017-02-10,Breach,Exalted Orb,Chaos Orb,69.05313,High
2017-02-11,Breach,Exalted Orb,Chaos Orb,68.09807,High
2017-02-12,Breach,Exalted Orb,Chaos Orb,68.15965,High
2017-02-13,Breach,Exalted Orb,Chaos Orb,69.20817,High
2017-02-14,Breach,Exalted Orb,Chaos Orb,69.98747,High
2017-02-15,Breach,Exalted Orb,Chaos Orb,70.26197,High
2017-02-16,Breach,Exalted Orb,Chaos Orb,72.29047,High
2017-02-17,Breach,Exalted Orb,Chaos Orb,73.00614,High
2017-02-18,Breach,Exalted Orb,Chaos Orb,72.4161,High
2017-02-19,Breach,Exalted Orb,Chaos Orb,71.52617,High
2017-02-20,Breach,Exalted Orb,Chaos Orb,71.348,High
2017-02-21,Breach,Exalted Orb,Chaos Orb,71.63969,High
2017-02-22,Breach,Exalted Orb,Chaos Orb,72.14746,High
2017-02-23,Breach,Exalted Orb,Chaos Orb,72.99339,High
2017-02-24,Breach,Exalted Orb,Chaos Orb,73.61189,High
2017-02-25,Breach,Exalted Orb,Chaos Orb,75.31397,High
2017-02-26,Breach,Exalted Orb,Chaos Orb,76.94746,High
2017-02-27,Breach,Exalted Orb,Chaos Orb,77.91293,High
2017-02-28,Breach,Exalted Orb,Chaos Orb,80.13333,High
2020-03-13,Delirium,Exalted Orb,Chaos Orb,23.57778,Medium
2020-03-14,Delirium,Exalted Orb,Chaos Orb,63.0,High
2020-03-15,Delirium,Exalted Orb,Chaos Orb,81.0,High
2020-03-16,Delirium,Exalted Orb,Chaos Orb,103.0,High
2020-03-17,Delirium,Exalted Orb,Chaos Orb,97.00976,High
2020-03-18,Delirium,Exalted Orb,Chaos Orb,94.0,High
2020-03-19,Delirium,Exalted Orb,Chaos Orb,101.0,High
2020-03-20,Delirium,Exalted Orb,Chaos Orb,108.0,High
2020-03-21,Delirium,Exalted Orb,Chaos Orb,119.87625,High
2020-03-22,Delirium,Exalted Orb,Chaos Orb,138.00234,High
2020-03-23,Delirium,Exalted Orb,Chaos Orb,134.51956,High
2020-03-24,Delirium,Exalted Orb,Chaos Orb,126.00096,High
2020-03-25,Delirium,Exalted Orb,Chaos Orb,127.0,High
2020-03-26,Delirium,Exalted Orb,Chaos Orb,126.0,High
2020-03-27,Delirium,Exalted Orb,Chaos Orb,120.0,High
2020-03-28,Delirium,Exalted Orb,Chaos Orb,116.0,High
2020-03-29,Delirium,Exalted Orb,Chaos Orb,116.0,High
2020-03-30,Delirium,Exalted Orb,Chaos Orb,115.0,High
2020-03-31,Delirium,Exalted Orb,Chaos Orb,127.0,High
2020-04-01,Delirium,Exalted Orb,Chaos Orb,146.0,High
2020-04-02,Delirium,Exalted Orb,Chaos Orb,145.0,High
2020-04-03,Delirium,Exalted Orb,Chaos Orb,143.8515,High
2020-04-04,Delirium,Exalted Orb,Chaos Orb,146.0,High
2020-04-05,Delirium,Exalted Orb,Chaos Orb,132.2222,High
2020-04-06,Delirium,Exalted Orb,Chaos Orb,131.90403,High
2020-04-07,Delirium,Exalted Orb,Chaos Orb,133.0,High
2020-04-08,Delirium,Exalted Orb,Chaos Orb,135.0,High
2020-04-09,Delirium,Exalted Orb,Chaos Orb,136.0,High
2020-04-15,Delirium,Exalted Orb,Chaos Orb,135.005,High
2020-04-16,Delirium,Exalted Orb,Chaos Orb,144.0,High
2020-04-17,Delirium,Exalted Orb,Chaos Orb,145.0,High
2020-04-18,Delirium,Exalted Orb,Chaos Orb,145.0,High
2020-04-19,Delirium,Exalted Orb,Chaos Orb,145.0,High
2020-04-20,Delirium,Exalted Orb,Chaos Orb,145.74249,High
2020-04-21,Delirium,Exalted Orb,Chaos Orb,154.0,High
2020-04-22,Delirium,Exalted Orb,Chaos Orb,159.19895,High
2020-04-23,Delirium,Exalted Orb,Chaos Orb,160.0,High
2020-04-24,Delirium,Exalted Orb,Chaos Orb,165.0,High
2020-04-25,Delirium,Exalted Orb,Chaos Orb,175.22376,High
2020-04-26,Delirium,Exalted Orb,Chaos Orb,180.0,High
2020-04-27,Delirium,Exalted Orb,Chaos Orb,182.67687,High
2020-04-28,Delirium,Exalted Orb,Chaos Orb,186.00012,High
2020-04-29,Delirium,Exalted Orb,Chaos Orb,185.0,High
2020-04-30,Delirium,Exalted Orb,Chaos Orb,172.0,High
2020-05-01,Delirium,Exalted Orb,Chaos Orb,169.0,High
2020-05-02,Delirium,Exalted Orb,Chaos Orb,170.0,High
2020-05-03,Delirium,Exalted Orb,Chaos Orb,173.46267,High
2020-05-04,Delirium,Exalted Orb,Chaos Orb,176.0,High
2020-05-05,Delirium,Exalted Orb,Chaos Orb,179.0,High
2020-05-06,Delirium,Exalted Orb,Chaos Orb,185.0,High
2020-05-07,Delirium,Exalted Orb,Chaos Orb,185.79052,High
2020-05-08,Delirium,Exalted Orb,Chaos Orb,185.0,High
2020-05-09,Delirium,Exalted Orb,Chaos Orb,184.0,High
2020-05-10,Delirium,Exalted Orb,Chaos Orb,183.0,High
2020-05-11,Delirium,Exalted Orb,Chaos Orb,184.0,High
2020-05-12,Delirium,Exalted Orb,Chaos Orb,183.47824,High
2020-05-13,Delirium,Exalted Orb,Chaos Orb,183.21526,High
2020-05-14,Delirium,Exalted Orb,Chaos Orb,180.7367,High
2020-05-15,Delirium,Exalted Orb,Chaos Orb,178.0,High
2020-05-16,Delirium,Exalted Orb,Chaos Orb,175.0,High
2020-05-17,Delirium,Exalted Orb,Chaos Orb,175.0,High
2020-05-18,Delirium,Exalted Orb,Chaos Orb,174.06886,High
2020-05-19,Delirium,Exalted Orb,Chaos Orb,170.0,High
2020-05-20,Delirium,Exalted Orb,Chaos Orb,166.0,High
2020-05-21,Delirium,Exalted Orb,Chaos Orb,165.0,High
2020-05-22,Delirium,Exalted Orb,Chaos Orb,161.0,High
2020-05-23,Delirium,Exalted Orb,Chaos Orb,160.0,High
2020-05-24,Delirium,Exalted Orb,Chaos Orb,153.0101,High
2020-05-25,Delirium,Exalted Orb,Chaos Orb,147.0,High
2020-05-26,Delirium,Exalted Orb,Chaos Orb,145.0,High
2020-05-27,Delirium,Exalted Orb,Chaos Orb,144.0,High
2020-05-28,Delirium,Exalted Orb,Chaos Orb,140.72766,High
2020-05-29,Delirium,Exalted Orb,Chaos Orb,137.0,High
2020-05-30,Delirium,Exalted Orb,Chaos Orb,134.70818,High
2020-05-31,Delirium,Exalted Orb,Chaos Orb,133.0,High
2020-06-01,Delirium,Exalted Orb,Chaos Orb,130.0,High
2020-06-02,Delirium,Exalted Orb,Chaos Orb,127.0,High
2020-06-03,Delirium,Exalted Orb,Chaos Orb,130.0,High
2020-06-04,Delirium,Exalted Orb,Chaos Orb,141.84624,High
2020-06-05,Delirium,Exalted Orb,Chaos Orb,145.91796,High
2020-06-06,Delirium,Exalted Orb,Chaos Orb,143.0,High
2020-06-07,Delirium,Exalted Orb,Chaos Orb,141.0,High
2020-06-08,Delirium,Exalted Orb,Chaos Orb,139.66938,High
2020-06-09,Delirium,Exalted Orb,Chaos Orb,136.01288,High
2020-06-10,Delirium,Exalted Orb,Chaos Orb,137.0,High
2020-06-11,Delirium,Exalted Orb,Chaos Orb,138.0,High
2020-06-12,Delirium,Exalted Orb,Chaos Orb,138.0,High
2020-06-13,Delirium,Exalted Orb,Chaos Orb,140.00028,High
2020-06-14,Delirium,Exalted Orb,Chaos Orb,144.35077,High
2020-06-15,Delirium,Exalted Orb,Chaos Orb,150.0,High
2018-08-31,Delve,Exalted Orb,Chaos Orb,100.0,Low
2018-09-01,Delve,Exalted Orb,Chaos Orb,41.66598,High
2018-09-02,Delve,Exalted Orb,Chaos Orb,58.46475,High
2018-09-03,Delve,Exalted Orb,Chaos Orb,71.0,High
2018-09-04,Delve,Exalted Orb,Chaos Orb,72.00016,High
2018-09-05,Delve,Exalted Orb,Chaos Orb,85.0015,High
2018-09-06,Delve,Exalted Orb,Chaos Orb,89.0,High
2018-09-07,Delve,Exalted Orb,Chaos Orb,90.0,High
2018-09-08,Delve,Exalted Orb,Chaos Orb,90.0,High
2018-09-09,Delve,Exalted Orb,Chaos Orb,89.0,High
2018-09-10,Delve,Exalted Orb,Chaos Orb,90.0,High
2018-09-11,Delve,Exalted Orb,Chaos Orb,97.74485,High
2018-09-12,Delve,Exalted Orb,Chaos Orb,106.69892,High
2018-09-13,Delve,Exalted Orb,Chaos Orb,105.0,High
2018-09-14,Delve,Exalted Orb,Chaos Orb,97.85473,High
2018-09-15,Delve,Exalted Orb,Chaos Orb,94.0,High
2018-09-16,Delve,Exalted Orb,Chaos Orb,94.0,High
2018-09-17,Delve,Exalted Orb,Chaos Orb,96.00462,High
2018-09-18,Delve,Exalted Orb,Chaos Orb,105.0,High
2018-09-19,Delve,Exalted Orb,Chaos Orb,106.22475,High
2018-09-20,Delve,Exalted Orb,Chaos Orb,108.0,High
2018-09-21,Delve,Exalted Orb,Chaos Orb,107.0,High
2018-09-22,Delve,Exalted Orb,Chaos Orb,106.06587,High
2018-09-23,Delve,Exalted Orb,Chaos Orb,105.0,High
2018-09-24,Delve,Exalted Orb,Chaos Orb,106.0,High
2018-09-25,Delve,Exalted Orb,Chaos Orb,111.19215,High
2018-09-26,Delve,Exalted Orb,Chaos Orb,114.0,High
2018-09-27,Delve,Exalted Orb,Chaos Orb,115.0,High
2018-09-28,Delve,Exalted Orb,Chaos Orb,115.0,High
2018-09-29,Delve,Exalted Orb,Chaos Orb,115.0,High
2018-09-30,Delve,Exalted Orb,Chaos Orb,112.0009,High
2018-10-01,Delve,Exalted Orb,Chaos Orb,113.0,High
2018-10-02,Delve,Exalted Orb,Chaos Orb,115.82731,High
2018-10-03,Delve,Exalted Orb,Chaos Orb,116.0,High
2018-10-04,Delve,Exalted Orb,Chaos Orb,117.0,High
2018-10-05,Delve,Exalted Orb,Chaos Orb,117.77486,High
2018-10-06,Delve,Exalted Orb,Chaos Orb,119.0,High
2018-10-07,Delve,Exalted Orb,Chaos Orb,121.0,High
2018-10-08,Delve,Exalted Orb,Chaos Orb,127.0,High
2018-10-09,Delve,Exalted Orb,Chaos Orb,131.0,High
2018-10-10,Delve,Exalted Orb,Chaos Orb,132.0,High
2018-10-11,Delve,Exalted Orb,Chaos Orb,132.0,High
2018-10-12,Delve,Exalted Orb,Chaos Orb,133.0,High
2018-10-13,Delve,Exalted Orb,Chaos Orb,135.28406,High
2018-10-14,Delve,Exalted Orb,Chaos Orb,141.0,High
2018-10-15,Delve,Exalted Orb,Chaos Orb,142.0,High
2018-10-16,Delve,Exalted Orb,Chaos Orb,142.0,High
2018-10-17,Delve,Exalted Orb,Chaos Orb,143.0,High
2018-10-18,Delve,Exalted Orb,Chaos Orb,140.92577,High
2018-10-19,Delve,Exalted Orb,Chaos Orb,127.0,High
2018-10-20,Delve,Exalted Orb,Chaos Orb,125.12393,High
2018-10-21,Delve,Exalted Orb,Chaos Orb,126.0,High
2018-10-22,Delve,Exalted Orb,Chaos Orb,130.0,High
2018-10-23,Delve,Exalted Orb,Chaos Orb,138.91935,High
2018-10-24,Delve,Exalted Orb,Chaos Orb,139.0,High
2018-10-25,Delve,Exalted Orb,Chaos Orb,139.0,High
2018-10-26,Delve,Exalted Orb,Chaos Orb,139.0,High
2018-10-27,Delve,Exalted Orb,Chaos Orb,140.0,High
2018-10-28,Delve,Exalted Orb,Chaos Orb,138.0,High
2018-10-29,Delve,Exalted Orb,Chaos Orb,139.0,High
2018-10-30,Delve,Exalted Orb,Chaos Orb,140.0,High
2018-10-31,Delve,Exalted Orb,Chaos Orb,141.0,High
2018-11-01,Delve,Exalted Orb,Chaos Orb,142.0,High
2018-11-02,Delve,Exalted Orb,Chaos Orb,143.0,High
2018-11-03,Delve,Exalted Orb,Chaos Orb,143.0,High
2018-11-04,Delve,Exalted Orb,Chaos Orb,142.0,High
2018-11-05,Delve,Exalted Orb,Chaos Orb,137.64525,High
2018-11-06,Delve,Exalted Orb,Chaos Orb,129.05118,High
2018-11-07,Delve,Exalted Orb,Chaos Orb,131.0,High
2018-11-08,Delve,Exalted Orb,Chaos Orb,130.0,High
2018-11-09,Delve,Exalted Orb,Chaos Orb,127.0,High
2018-11-10,Delve,Exalted Orb,Chaos Orb,122.79019,High
2018-11-11,Delve,Exalted Orb,Chaos Orb,122.0,High
2018-11-12,Delve,Exalted Orb,Chaos Orb,122.0,High
2018-11-13,Delve,Exalted Orb,Chaos Orb,121.0,High
2018-11-14,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-15,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-16,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-17,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-18,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-19,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-20,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-21,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-22,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-23,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-24,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-25,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-26,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-27,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-28,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-29,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-11-30,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-12-01,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-12-02,Delve,Exalted Orb,Chaos Orb,120.0,High
2018-12-03,Delve,Exalted Orb,Chaos Orb,120.96764,High
2020-09-18,Heist,Exalted Orb,Chaos Orb,18.01531,Low
2020-09-19,Heist,Exalted Orb,Chaos Orb,70.0,High
2020-09-20,Heist,Exalted Orb,Chaos Orb,82.53189,High
2020-09-21,Heist,Exalted Orb,Chaos Orb,92.00415,High
2020-09-22,Heist,Exalted Orb,Chaos Orb,91.0,High
2020-09-23,Heist,Exalted Orb,Chaos Orb,89.0,High
2020-09-24,Heist,Exalted Orb,Chaos Orb,88.97125,High
2020-09-25,Heist,Exalted Orb,Chaos Orb,86.0,High
2020-09-26,Heist,Exalted Orb,Chaos Orb,81.0,High
2020-09-27,Heist,Exalted Orb,Chaos Orb,77.0,High
2020-09-28,Heist,Exalted Orb,Chaos Orb,85.0,High
2020-09-29,Heist,Exalted Orb,Chaos Orb,82.20537,High
2020-09-30,Heist,Exalted Orb,Chaos Orb,78.86381,High
2020-10-01,Heist,Exalted Orb,Chaos Orb,74.0,High
2020-10-02,Heist,Exalted Orb,Chaos Orb,70.0,High
2020-10-03,Heist,Exalted Orb,Chaos Orb,64.87829,High
2020-10-04,Heist,Exalted Orb,Chaos Orb,59.99598,High
2020-10-05,Heist,Exalted Orb,Chaos Orb,68.0,High
2020-10-06,Heist,Exalted Orb,Chaos Orb,63.0,High
2020-10-07,Heist,Exalted Orb,Chaos Orb,63.79165,High
2020-10-08,Heist,Exalted Orb,Chaos Orb,66.0,High
2020-10-09,Heist,Exalted Orb,Chaos Orb,65.0,High
2020-10-10,Heist,Exalted Orb,Chaos Orb,62.0,High
2020-10-11,Heist,Exalted Orb,Chaos Orb,61.0,High
2020-10-12,Heist,Exalted Orb,Chaos Orb,61.0,High
2020-10-13,Heist,Exalted Orb,Chaos Orb,62.0,High
2020-10-14,Heist,Exalted Orb,Chaos Orb,61.0,High
2020-10-15,Heist,Exalted Orb,Chaos Orb,61.97787,High
2020-10-16,Heist,Exalted Orb,Chaos Orb,61.98212,High
2020-10-17,Heist,Exalted Orb,Chaos Orb,61.00004,High
2020-10-18,Heist,Exalted Orb,Chaos Orb,60.0,High
2020-10-19,Heist,Exalted Orb,Chaos Orb,58.34631,High
2020-10-20,Heist,Exalted Orb,Chaos Orb,50.0,High
2020-10-21,Heist,Exalted Orb,Chaos Orb,39.13621,High
2020-10-22,Heist,Exalted Orb,Chaos Orb,32.60041,High
2020-10-23,Heist,Exalted Orb,Chaos Orb,24.26067,High
2020-10-24,Heist,Exalted Orb,Chaos Orb,36.0011,High
2020-10-25,Heist,Exalted Orb,Chaos Orb,37.0,High
2020-10-26,Heist,Exalted Orb,Chaos Orb,38.9687,High
2020-10-27,Heist,Exalted Orb,Chaos Orb,49.505,High
2020-10-28,Heist,Exalted Orb,Chaos Orb,55.0,High
2020-10-29,Heist,Exalted Orb,Chaos Orb,63.00125,High
2020-10-30,Heist,Exalted Orb,Chaos Orb,76.20311,High
2020-10-31,Heist,Exalted Orb,Chaos Orb,67.0,High
2020-11-01,Heist,Exalted Orb,Chaos Orb,69.0,High
2020-11-02,Heist,Exalted Orb,Chaos Orb,72.0,High
2020-11-03,Heist,Exalted Orb,Chaos Orb,76.0,High
